PFR,Accession,P-score,E-value,C-score,% Cleavages,Proteoform Level,Q-value,Mono Mass,Avg Mass
7147,Q16778,1.4E-22,2.2E-15,54.54,17%,1,2.1E-13,13822.54,13831.01
5581879,P68871,8.4E-68,3.5E-60,545.1,57%,1,2.2E-13,6861.56,18.02
16009,P68871,1.7E-22,2.5E-15,16.64,13%,4,2.3E-13,15983.28,15993.34
5809508,P69905,1.1E-67,4.5E-60,958.3,61%,1,2.3E-13,5716.17,18.02
303974,P60174-1,1E-67,4.3E-60,1073,73%,1,2.3E-13,4267.18,18.02
4734803,P68871,1.7E-22,2.6E-15,0.1639,14%,4,2.3E-13,11907.08,11914.59
1004,P84090,2.5E-22,3.8E-15,222.3,18%,1,3.1E-13,12161.97,12169.78
4933118,P68871,2.6E-22,3.9E-15,2.631,14%,4,3.2E-13,16028.19,16038.22
5824630,P68871,2.6E-22,4E-15,2.466,16%,4,3.2E-13,12054,12061.51
73208,P38646,4.2E-67,1.7E-59,782.4,51%,1,3.3E-13,6468.36,18.02
5790070,P63261,6.2E-67,2.5E-59,552.1,67%,1,3.6E-13,4608.27,18.02
4934053,P68871,3.3E-22,5E-15,1.236,10%,4,3.8E-13,16313.17,16323.37
272131,P68871,3.4E-22,5.1E-15,0.7918,15%,4,3.9E-13,11814.06,11821.53
68961,P68871,9.2E-67,3.8E-59,1240,64%,1,4E-13,5929.04,18.02
36211,P68104-1,1E-66,4.1E-59,646.7,69%,1,4E-13,3836.23,18.02
69103,P09429,1.1E-66,4.3E-59,654.4,36%,1,4E-13,12412.9,18.02
272483,P02792,3.6E-22,5.4E-15,419.3,12%,1,4E-13,19930.11,19942.58
473280,P69905,1.7E-66,6.8E-59,503.7,71%,1,4.5E-13,6062.06,18.02
69245,P69905,2.4E-66,1E-58,755.7,85%,1,4.9E-13,4247.18,18.02
197270,P21333-1,2.9E-66,1.2E-58,917.6,53%,1,5.1E-13,6685.13,18.02
473279,P69905,4.4E-66,1.8E-58,1313,61%,1,5.7E-13,6061.32,18.02
11812,P69905,5.7E-22,8.6E-15,625.9,16%,1,5.8E-13,15247.93,15257.55
1224709,P68871,5.7E-22,8.7E-15,0.2482,10%,4,5.8E-13,11894.03,11901.51
224683,P68871,6.5E-22,9.9E-15,3.01,14%,4,6.4E-13,15900.22,18.02
600265,P60174-1,1E-65,4.1E-58,903.3,72%,1,7E-13,3780.94,18.02
5428732,P68871,1.4E-65,5.7E-58,677,53%,1,7.5E-13,6714.49,18.02
186299,P11142-1,1.5E-65,6.3E-58,965.6,56%,1,7.6E-13,6150.08,18.02
339954,P10412,1.7E-65,6.9E-58,130.6,62%,1,7.7E-13,4597.93,4600.74
303774,P06702,8.4E-22,1.3E-14,272.9,18%,1,7.8E-13,13173.47,13181.84
525000,P68871,9.2E-22,1.4E-14,0.07301,10%,4,8.3E-13,16111.23,16121.37
1817728,P68871,9.2E-22,1.4E-14,0.1773,11%,4,8.3E-13,16120.23,16130.33
15980,P69905,1.2E-21,1.8E-14,929.6,10%,1,1E-12,15331.95,15341.63
12947,Q99877,1.2E-21,1.9E-14,294.2,16%,1,1E-12,13824.52,13832.99
514665,P68871,1.3E-21,2E-14,8.522,14%,4,1.1E-12,16040.22,16050.33
441414,P68871,1.4E-21,2.1E-14,0.5118,14%,4,1.1E-12,12095.97,12103.51
22280,Q93077,1.8E-21,2.7E-14,167.4,14%,1,1.4E-12,14021.92,14030.35
16586,P0C0S8,2E-21,3E-14,99.88,14%,1,1.5E-12,14007.93,14016.36
441691,P68871,2.7E-21,4.1E-14,0.9691,7%,4,1.9E-12,15937.22,15947.2
8628,Q93079,3.3E-21,5.1E-14,280.2,16%,1,2.2E-12,13794.51,13802.96
1816521,P68871,3.5E-21,5.4E-14,0.1775,10%,4,2.3E-12,16148.22,18.02
16740,P17096-1,3.9E-21,6E-14,0.7917,12%,4,2.5E-12,11768.08,18.02
7372,P06899,5E-21,7.6E-14,256.7,15%,1,3E-12,13764.54,13772.97
70264,P68871,5.2E-21,7.9E-14,22.4,14%,4,3.1E-12,16072.31,16082.49
5791428,P63261,3.1E-63,1.3E-55,747.7,45%,1,3.2E-12,6942.43,18.02
339945,P10412,3.7E-63,1.5E-55,137.3,82%,1,3.3E-12,3414.1,3416.16
197217,P60709,4.6E-63,1.9E-55,639,43%,1,3.5E-12,9107.66,18.02
225432,P08758,5.3E-63,2.2E-55,418.3,35%,1,3.5E-12,9639.08,18.02
421569,P0DMV8-1,5E-63,2E-55,984.1,58%,1,3.5E-12,6136.1,18.02
68959,P68871,5.3E-63,2.2E-55,1506,59%,1,3.5E-12,5073.64,18.02
74901,P68871,7E-21,1.1E-13,6.962,13%,4,3.9E-12,16008.22,16018.24
69029,P60709,1.2E-62,5.1E-55,1087,77%,1,4.3E-12,4128.02,18.02
5791413,P60709,1.2E-62,5.1E-55,43.77,46%,1,4.4E-12,6902.36,18.02
4933418,P68871,8.5E-21,1.3E-13,9.138,13%,4,4.5E-12,15957.19,15967.18
7010,P17096-1,8.5E-21,1.3E-13,126.8,12%,1,4.5E-12,11834.03,18.02
225302,P60709,1.9E-62,7.7E-55,1194,63%,1,4.7E-12,4322.1,18.02
4919962,P05496,1.8E-62,7.5E-55,1337,53%,1,4.7E-12,4942.62,18.02
421691,P60709,2.8E-62,1.1E-54,459,63%,1,5.2E-12,4552.2,18.02
70234,P68871,1E-20,1.6E-13,18.98,12%,4,5.3E-12,15979.23,15989.24
339760,P07737,3.3E-62,1.4E-54,833.1,57%,1,5.4E-12,5675.02,18.02
3245,P00441,1.1E-20,1.7E-13,234.6,13%,1,5.7E-12,15836.87,15846.59
16370,P68871,5.3E-62,2.2E-54,859.6,71%,1,6.1E-12,3900.04,18.02
69028,P60709,6.5E-62,2.7E-54,862.9,69%,1,6.4E-12,5268.65,18.02
73271,P69905,6.8E-62,2.8E-54,1123,69%,1,6.4E-12,3966.2,18.02
339678,O60814,7.9E-62,3.3E-54,474,75%,1,6.6E-12,4093.37,4095.81
15996,P68871,6.8E-29,2.8E-21,311.7,16%,1,6.6E-12,15858.21,18.02
295211,P60709,8.8E-62,3.6E-54,816.7,33%,1,6.7E-12,9615.85,18.02
225572,P68104-1,9.3E-62,3.9E-54,427.3,61%,1,6.7E-12,4740.63,18.02
284820,P07737,9.9E-62,4.1E-54,763.2,37%,1,6.8E-12,8014.1,18.02
16543,P20671,1.6E-20,2.4E-13,108.7,14%,1,7.2E-12,14023.93,14032.36
259019,P68871,1.7E-20,2.5E-13,490.9,7%,1,7.5E-12,16482.11,16492.29
346386,P69905,1.8E-20,2.7E-13,1.246,16%,4,7.9E-12,15238.86,15248.38
310889,P60900-1,3.1E-61,1.3E-53,854.9,53%,1,9.2E-12,5029.53,18.02
393092,P60709,3.8E-61,1.6E-53,960.7,56%,1,9.6E-12,4166.01,18.02
70286,P10412,4E-61,1.6E-53,724.3,83%,1,9.6E-12,3110.04,3111.95
345919,P68871,2.7E-20,4E-13,0.4576,6%,4,1.1E-11,16219.13,16229.18
8164,Q93077,2.7E-20,4.1E-13,38.15,12%,4,1.1E-11,14049.92,14058.36
258977,P68871,3E-20,4.5E-13,30.85,14%,4,1.2E-11,16030.3,16040.45
524692,P68871,3.1E-20,4.7E-13,0.996,13%,4,1.2E-11,16110.27,16120.43
225774,P08670,9.4E-61,3.9E-53,444.9,71%,1,1.2E-11,3784.83,18.02
5790071,P00915,9.9E-61,4.1E-53,1029,43%,1,1.2E-11,8229.13,18.02
1329,Q96KK5,3.2E-20,4.9E-13,380,11%,1,1.2E-11,13808.8,13817.1
5799193,P02792,1.2E-60,5.1E-53,775.4,42%,1,1.3E-11,9112.53,18.02
4934081,P68871,3.4E-20,5.1E-13,0.4576,7%,4,1.3E-11,16229.15,16239.29
184184,P60709,1.4E-60,5.8E-53,678.5,57%,1,1.3E-11,6886.37,18.02
441806,P68871,1.3E-21,5.4E-14,3.006,14%,4,1.3E-11,16059.29,18.02
225564,P68104-1,1.9E-60,7.7E-53,737.5,60%,1,1.4E-11,3737.16,18.02
1881,Q99879,3.8E-20,5.8E-13,206.9,15%,1,1.4E-11,13891.6,13900.12
4933453,P68871,3.9E-20,6E-13,17.37,13%,4,1.4E-11,16037.16,16047.16
435752,Q00610-1,2.4E-60,9.9E-53,995.7,47%,1,1.5E-11,5677.98,18.02
1269,P62805,4.3E-20,6.6E-13,15.76,15%,4,1.5E-11,11355.41,11362.31
448177,P69905,3.9E-60,1.6E-52,625.5,45%,1,1.7E-11,7042.84,18.02
601984,P84243,5.1E-20,7.7E-13,0.04803,14%,4,1.7E-11,15271.56,15280.88
4933282,P68871,5.3E-20,8.1E-13,1.202,14%,4,1.8E-11,15957.19,15967.18
36229,P68104-1,7.8E-60,3.2E-52,572.2,59%,1,2E-11,4939.77,18.02
6968,P62328,9.4E-60,3.9E-52,3.01,67%,4,2.1E-11,4960.49,18.02
5190522,P16401,1.3E-59,5.3E-52,0.1128,66%,4,2.3E-11,4405.81,4408.48
524952,P68871,7.6E-20,1.2E-12,1.248,12%,4,2.4E-11,16068.26,16078.39
340286,P16401,1.7E-59,7E-52,0.1128,46%,4,2.4E-11,5152.32,5155.48
531135,P68871,8E-20,1.2E-12,1.24,10%,4,2.4E-11,15951.19,15961.18
5791450,P30043,1.8E-59,7.6E-52,988.6,52%,1,2.5E-11,4823.63,18.02
4933280,P68871,1E-19,1.6E-12,31.1,12%,4,3E-11,16041.22,16051.26
5791443,P16403,3.9E-59,1.6E-51,0.2996,81%,4,3E-11,2885.87,2887.64
339948,P10412,4.6E-59,1.9E-51,299.3,86%,1,3.1E-11,3009.94,3011.78
433216,P36578,6E-59,2.5E-51,624.7,62%,1,3.3E-11,4263.55,18.02
526022,P07305,7.2E-59,3E-51,534.5,76%,1,3.4E-11,2774.78,2776.46
60623,P07737,7.1E-59,2.9E-51,598.8,71%,1,3.4E-11,4404.32,18.02
74898,P68871,1.3E-19,1.9E-12,6.14,11%,4,3.5E-11,15909.18,15919.14
259008,P68871,1.3E-19,2E-12,396.5,10%,1,3.6E-11,16486.12,16496.37
168059,P08670,1.3E-58,5.4E-51,397.1,69%,1,4E-11,4048.94,18.02
4661454,P68871,1.6E-19,2.4E-12,2.672,11%,4,4.2E-11,16063.25,16073.32
184172,P60709,2.4E-58,1E-50,800,32%,1,4.7E-11,11764.03,18.02
224803,P69905,3.3E-58,1.4E-50,357,49%,1,5E-11,7038.6,18.02
15908,P06702,2.1E-19,3.2E-12,240.7,12%,1,5.2E-11,13224.44,13232.82
525100,P68871,2.1E-19,3.2E-12,1.249,9%,4,5.2E-11,16167.15,16177.21
5791425,P68871,4.6E-58,1.9E-50,852.9,69%,1,5.4E-11,3087.63,18.02
197220,P60709,4.5E-58,1.9E-50,576.8,60%,1,5.4E-11,5596.63,18.02
16268,P05109,2.3E-19,3.6E-12,260.7,18%,1,5.6E-11,10898.65,10905.55
213470,P16403,5.5E-58,2.3E-50,0.5944,45%,4,5.6E-11,4684.08,4686.96
1224653,P68871,2.5E-19,3.9E-12,0.2996,12%,4,5.9E-11,16078.22,16088.29
435370,P22626-1,6.8E-58,2.8E-50,568.6,58%,1,5.9E-11,5312.26,18.02
101914,P10412,7E-58,2.9E-50,118.1,48%,1,5.9E-11,5251.39,5254.61
442342,P68871,2.7E-19,4.1E-12,2.899,12%,4,6.1E-11,16044.28,18.02
44983,P68871,2.7E-19,4.1E-12,188.5,11%,1,6.1E-11,16012.27,16022.34
3481738,P68871,2.8E-19,4.2E-12,0.1641,11%,4,6.3E-11,11908.03,11915.53
3481810,P68871,2.8E-19,4.2E-12,0.1639,11%,4,6.3E-11,11894.06,11901.55
259101,P69905,2.8E-19,4.2E-12,3.008,9%,4,6.3E-11,15226.83,15236.32
200680,P08670,1.1E-57,4.5E-50,617.7,58%,1,6.7E-11,3794.92,18.02
13350,P17096-1,3.2E-19,4.8E-12,2.701,13%,4,6.9E-11,11740.04,11746.83
70209,P69905,3.4E-19,5.2E-12,0.7918,9%,4,7.3E-11,15407.86,15417.51
824045,P68871,3.9E-19,5.9E-12,22.61,9%,4,8.1E-11,15989.15,15999.12
224613,P68871,2.8E-57,1.2E-49,634.3,29%,1,8.6E-11,14666.62,18.02
5791430,P62736,3.8E-57,1.6E-49,644.4,62%,1,9.2E-11,4469.11,18.02
339915,P10412,4.7E-57,1.9E-49,199.4,45%,1,9.6E-11,5618.58,5622.01
73404,P07437,4.7E-57,1.9E-49,486.4,43%,1,9.7E-11,7329.6,18.02
4933146,P68871,5.1E-19,7.8E-12,2.965,12%,4,1E-10,15957.19,18.02
4894386,P68871,6.3E-19,9.6E-12,8.274,12%,4,1.2E-10,15944.17,15954.14
272100,P68871,7.2E-19,1.1E-11,1.761,8%,4,1.3E-10,16571.14,16581.44
4894733,P0DP23,7.5E-19,1.1E-11,0.4576,8%,4,1.3E-10,16783.79,16794.4
5790072,P61160-1,1.5E-56,6.4E-49,654.3,64%,1,1.3E-10,4307.11,18.02
1223777,P68871,7.6E-19,1.2E-11,0.7763,12%,4,1.3E-10,16087.19,18.02
4657167,P68871,7.8E-19,1.2E-11,0.5116,11%,4,1.4E-10,11827.08,11834.57
37064,P04908,7.8E-19,1.2E-11,105.3,13%,1,1.4E-10,14051.94,14060.37
2744,P06703,7.9E-19,1.2E-11,158.1,12%,1,1.4E-10,10215.35,10221.78
1439,P07737,8.2E-19,1.2E-11,288.7,10%,1,1.4E-10,14955.53,14965.08
530334,P68871,8.4E-19,1.3E-11,0.08789,8%,4,1.4E-10,16206.1,16216.14
353121,P07737,2.5E-56,1E-48,1017,78%,1,1.5E-10,4005.14,18.02
433761,P60709,2.5E-56,1E-48,768.6,40%,1,1.5E-10,7744.71,18.02
5446301,P25787,2.6E-56,1.1E-48,1095,51%,1,1.5E-10,5798.13,18.02
222714,P68871,9.5E-19,1.4E-11,5.969,14%,4,1.6E-10,15951.19,15961.18
5736813,Q5QNW6,3.8E-56,1.6E-48,441.2,69%,1,1.7E-10,4107.39,4109.84
167087,P69905,5.6E-56,2.3E-48,476.5,77%,1,1.8E-10,3325.69,18.02
16903,P69905,1.2E-18,1.8E-11,3.01,9%,4,1.9E-10,15319.91,15329.57
428582,P00441,6.6E-56,2.7E-48,622.7,61%,1,1.9E-10,4985.62,18.02
5790073,P60709,6.5E-56,2.7E-48,743.7,56%,1,1.9E-10,4323.08,18.02
16736,P68871,1.3E-18,1.9E-11,11.82,12%,4,1.9E-10,15871.23,15881.2
5583659,P16401,8.4E-56,3.5E-48,0.6695,79%,4,2E-10,2929.91,2931.7
5098814,P68104-1,9.9E-56,4.1E-48,204.4,50%,1,2.1E-10,5020.72,18.02
308598,P05164-1,1.1E-55,4.4E-48,866.1,52%,1,2.1E-10,4734.46,18.02
376561,P04406-1,1E-55,4.3E-48,577.8,58%,1,2.1E-10,4729.43,18.02
215905,P69905,1.3E-55,5.3E-48,918.1,73%,1,2.2E-10,3640.96,18.02
70274,P68871,1.5E-18,2.2E-11,442.6,12%,1,2.2E-10,16053.29,16063.39
311536,P63261,1.6E-55,6.5E-48,595.1,61%,1,2.3E-10,4378.16,18.02
69027,P60709,2.4E-55,9.9E-48,830.3,51%,1,2.5E-10,6523.39,18.02
186256,P08670,2.7E-55,1.1E-47,439.7,79%,1,2.6E-10,3238.55,18.02
4933210,P68871,1.9E-18,2.9E-11,76.2,14%,1,2.7E-10,16024.14,16034.12
4933154,P68871,2E-18,3E-11,2.082,12%,4,2.7E-10,16041.22,16051.26
4894707,P68871,2E-18,3E-11,1.196,12%,4,2.7E-10,16028.2,18.02
4894689,P68871,2.8E-19,1.2E-11,1.761,12%,4,2.7E-10,16024.14,18.02
4933217,P68871,2E-18,3E-11,0.5987,13%,4,2.7E-10,15986.18,15996.18
5791457,Q00610-1,3.5E-55,1.4E-47,486.3,51%,1,2.8E-10,5000.56,18.02
69051,P0DPH7-1,3.7E-55,1.5E-47,740.3,37%,1,2.8E-10,7306.43,18.02
448377,P11142-1,5.9E-55,2.4E-47,1317,62%,1,3.2E-10,4320.15,18.02
5791424,P36578,6.5E-55,2.7E-47,395.9,57%,1,3.2E-10,3854.08,18.02
5583697,P10412,6.4E-55,2.6E-47,216.4,45%,1,3.2E-10,5473.41,5476.72
8296,P84243,3.1E-18,4.7E-11,0.05713,10%,4,3.8E-10,15271.48,15280.8
424928,P84243,3.1E-18,4.7E-11,0.4123,10%,4,3.8E-10,15243.52,15252.83
4919881,P59665,1.7E-54,6.9E-47,191.4,72%,1,4.1E-10,3443.54,18.02
4933942,P68871,3.6E-18,5.5E-11,30.16,12%,4,4.3E-10,16070.21,16080.26
16740,P17096-1,3.9E-21,1.6E-13,2.929,12%,4,4.4E-10,11768.08,18.02
70283,P68871,4E-18,6.1E-11,23.91,9%,4,4.6E-10,16177.11,16187.14
413031,P60709,2.5E-54,1E-46,653.1,49%,1,4.6E-10,5418.56,18.02
4933220,P68871,4E-18,6E-11,5.337,12%,4,4.6E-10,15986.18,15996.18
525107,P68871,3.1E-54,1.3E-46,244.4,40%,1,4.8E-10,9245.79,18.02
4943598,P69905,4.4E-18,6.7E-11,3.01,9%,4,4.9E-10,15478.76,15488.32
354077,P10412,3.4E-54,1.4E-46,297.9,88%,1,4.9E-10,2572.64,2574.2
4669739,P69905,4.4E-18,6.7E-11,0.3779,9%,4,4.9E-10,15449.87,15459.55
1816502,P68871,4.6E-18,7E-11,1.761,12%,4,5.1E-10,16180.27,18.02
339912,P10412,4E-54,1.7E-46,255.4,53%,1,5.1E-10,4946.06,4949.05
441822,P68871,4.7E-18,7.1E-11,1.761,11%,4,5.1E-10,16063.25,16073.32
4933685,P68871,4.7E-18,7.1E-11,246.2,11%,1,5.1E-10,16075.12,16085.1
1654,P62891,4.9E-18,7.5E-11,478.6,22%,1,5.3E-10,6271.61,6275.49
225560,P32119-1,5.3E-54,2.2E-46,532,64%,1,5.4E-10,3939.09,18.02
73168,P60709,5.3E-54,2.2E-46,865.1,60%,1,5.5E-10,5509.83,18.02
5791429,P07737,6.8E-54,2.8E-46,879.7,61%,1,5.8E-10,4104.2,18.02
3085665,P16403,7E-54,2.9E-46,468.5,95%,1,5.8E-10,2147.4,2148.71
4657194,P68871,5.6E-18,8.6E-11,2.922,12%,4,5.9E-10,16092.24,16102.32
259016,P68871,5.7E-18,8.7E-11,1.762,10%,4,5.9E-10,12108.99,12116.55
1223683,P68871,5.8E-18,8.8E-11,1.113,13%,4,6E-10,15993.21,18.02
197233,P18206-1,8.2E-54,3.4E-46,1050,42%,1,6E-10,6409.41,18.02
2480392,P68431,6.2E-18,9.5E-11,0.09091,9%,4,6.3E-10,15571.64,15581.33
423906,Q99497,1.2E-53,5.1E-46,564.8,56%,1,6.7E-10,5242.82,18.02
5790074,P60709,1.3E-53,5.3E-46,729,58%,1,6.7E-10,4407.03,18.02
528290,P08670,1.7E-53,7.1E-46,729.8,66%,1,7.2E-10,2984.53,18.02
184228,P52566,2E-53,8.3E-46,395.8,53%,1,7.5E-10,6153.05,18.02
70247,P68871,7.9E-18,1.2E-10,19.8,10%,4,7.6E-10,16088.18,16098.22
70235,P68871,7.9E-18,1.2E-10,19.8,10%,4,7.6E-10,16059.19,16069.22
18713,O95810,2.1E-53,8.9E-46,741.5,71%,1,7.6E-10,3518.65,18.02
4933999,P68871,8.6E-18,1.3E-10,0.05834,5%,4,8E-10,16233.2,16243.39
5536343,P84077,2.9E-53,1.2E-45,968.3,42%,1,8.2E-10,6839.88,18.02
346077,P68871,9.5E-18,1.4E-10,163.4,12%,1,8.6E-10,16115.28,16125.47
1224679,P68871,9.5E-18,1.4E-10,1.699,12%,4,8.6E-10,16082.24,16092.37
346049,P68871,9.5E-18,1.4E-10,0.9629,12%,4,8.7E-10,16092.24,16102.32
70176,P11021,4E-53,1.6E-45,828.1,49%,1,8.9E-10,5213.58,18.02
3085675,P10412,4.3E-53,1.8E-45,395.3,95%,1,9E-10,2370.53,2371.99
4267,Q99879,1.1E-17,1.7E-10,230.6,13%,1,9.7E-10,13849.59,13858.08
13154,P33778,1.1E-17,1.7E-10,164.6,13%,1,9.7E-10,13852.55,13861.04
224787,P69905,6E-53,2.5E-45,702.1,90%,1,9.8E-10,2321.27,18.02
346248,P69905,1.2E-17,1.8E-10,0.3219,11%,4,0.000000001,15318.83,15328.36
70217,P69905,1.2E-17,1.8E-10,0.7918,11%,4,0.000000001,15306.79,15316.3
73310,P0C0S8,7.3E-53,3E-45,637,63%,1,0.000000001,4571.6,4574.35
4657218,P68871,1.3E-17,1.9E-10,1.761,9%,4,1.1E-09,16143.21,16153.3
1003,P61604,1.4E-17,2.1E-10,37.61,14%,4,1.1E-09,10835.84,10842.54
170722,P69905,1.1E-52,4.6E-45,385.9,47%,1,1.2E-09,6739.45,18.02
4933403,P68871,1.5E-17,2.2E-10,1.677,11%,4,1.2E-09,15999.2,16009.22
272077,P68871,1.5E-17,2.3E-10,3.01,12%,4,1.2E-09,16168.15,16178.2
535938,P61158,1.3E-52,5.5E-45,843.9,39%,1,1.2E-09,6460.21,18.02
5484513,P69905,1.6E-52,6.6E-45,843.4,49%,1,1.3E-09,5007.74,18.02
4934302,P68871,1.6E-17,2.4E-10,2.257,12%,4,1.3E-09,16028.19,16038.22
73215,P52209-1,1.8E-52,7.6E-45,553.8,69%,1,1.3E-09,4709.27,18.02
37069,Q96KK5,1.7E-17,2.6E-10,427.8,10%,1,1.3E-09,13822.82,13831.13
272124,P68871,1.8E-17,2.8E-10,0.5788,8%,4,1.4E-09,16110.27,18.02
4933144,P68871,1.8E-17,2.8E-10,1.75,12%,4,1.4E-09,15986.18,18.02
441814,P68871,1.9E-17,2.8E-10,42.7,9%,1,1.4E-09,15984.24,18.02
5790075,P60709,3.4E-52,1.4E-44,440.7,53%,1,1.5E-09,5310.51,18.02
186259,P08670,3.8E-52,1.6E-44,399.2,65%,1,1.6E-09,3440.65,18.02
165361,P06733-1,4.1E-52,1.7E-44,573.6,68%,1,1.6E-09,3917.12,18.02
36214,P68104-1,4.6E-52,1.9E-44,488.9,73%,1,1.6E-09,2680.61,18.02
169456,P69905,4.5E-52,1.9E-44,496.6,40%,1,1.6E-09,8758.43,18.02
5583696,P10412,5.7E-52,2.3E-44,153.7,63%,1,1.7E-09,4447.82,4450.52
310569,P60709,6.7E-52,2.8E-44,208.1,39%,1,1.8E-09,7007.43,18.02
976675,P16403,6.6E-52,2.7E-44,186.5,57%,1,1.8E-09,4634.86,4637.67
5791431,P60709,8.1E-52,3.4E-44,452.9,63%,1,1.8E-09,3516.63,18.02
4933189,P68871,9.9E-52,4.1E-44,798.8,49%,1,1.9E-09,5055.68,18.02
5736773,P16401,1.4E-51,5.9E-44,0.6654,69%,4,2.1E-09,2698.75,2700.4
339926,P10412,1.4E-51,5.8E-44,389.5,85%,1,2.1E-09,2628.63,2630.22
311484,P59998-1,1.6E-51,6.4E-44,566.8,53%,1,2.1E-09,5194.76,18.02
5583684,P10412,1.7E-51,6.9E-44,191.2,79%,1,2.2E-09,1979.24,1980.43
357914,P59998-1,1.7E-51,7.1E-44,944.1,46%,1,2.2E-09,4537.39,18.02
5791426,P62736,1.8E-51,7.3E-44,651.6,52%,1,2.2E-09,4699.22,18.02
600291,P60709,2.1E-51,8.7E-44,448.1,61%,1,2.3E-09,4026.96,18.02
186054,P63104-1,2.3E-51,9.5E-44,3.01,39%,4,2.3E-09,7055.51,18.02
295220,P60709,2.3E-51,9.4E-44,774.8,32%,1,2.3E-09,11537.86,18.02
4933169,P68871,3.6E-17,5.4E-10,1.48,12%,4,2.3E-09,15999.2,16009.22
379091,P02792,2.5E-51,1E-43,657.2,36%,1,2.3E-09,9468.7,18.02
352724,P10412,3.2E-51,1.3E-43,475.5,95%,1,2.5E-09,2077.32,2078.58
1321,Q9UII2-1,4.1E-17,6.3E-10,314.6,14%,1,2.6E-09,9510.87,9516.56
824028,P68871,4.1E-17,6.3E-10,0.5118,13%,4,2.6E-09,12054.94,12062.45
3465855,P69905,3.9E-51,1.6E-43,42.31,40%,1,2.6E-09,7772.97,18.02
68982,P69905,5.3E-51,2.2E-43,533.1,32%,1,2.9E-09,10030.1,18.02
4902258,P68871,4.9E-17,7.4E-10,0.1773,8%,4,2.9E-09,16322.18,16332.33
3085653,P16402,7E-51,2.9E-43,0.6695,89%,4,3.1E-09,2015.27,2016.5
1665616,P68871,5.2E-17,7.9E-10,0.5341,11%,4,3.1E-09,11828.07,11835.55
4657503,P69905,5.2E-17,7.9E-10,0.9691,6%,4,3.1E-09,15567.79,15577.47
5736871,P07305,7.4E-51,3E-43,513.4,67%,1,3.1E-09,3298.13,3300.13
34896,O00479,8.1E-51,3.3E-43,516.3,65%,1,3.1E-09,3032.74,18.02
369856,P22626-1,8.5E-51,3.5E-43,753.3,57%,1,3.2E-09,3357.44,18.02
4933186,P68871,5.7E-17,8.6E-10,9.425,12%,4,3.3E-09,15906.22,15916.2
404329,P62805,5.8E-17,8.8E-10,13.58,12%,4,3.3E-09,11341.39,11348.29
272267,P69905,5.9E-17,8.9E-10,1.194,11%,4,3.4E-09,15369.9,15379.57
5791432,P60709,1.1E-50,4.5E-43,3.01,40%,4,3.4E-09,6902.36,18.02
226357,P60174-1,1.3E-50,5.2E-43,720.3,33%,1,3.5E-09,8537.41,18.02
5792702,P08670,1.5E-50,6.3E-43,406.4,78%,1,3.7E-09,2559.22,18.02
3085687,P06576,3.2E-50,1.3E-42,1671,41%,1,4.5E-09,4712.51,18.02
4657157,P68871,8.7E-17,1.3E-09,19.18,9%,4,4.6E-09,11743.1,11750.53
4933810,P68871,8.9E-17,1.4E-09,5.098,12%,4,4.6E-09,15986.18,15996.18
435242,P07437,5.6E-50,2.3E-42,618,39%,1,5.2E-09,6537.17,18.02
162562,P60709,5.8E-50,2.4E-42,87.06,23%,1,5.2E-09,11537.68,18.02
69239,P68871,1.1E-16,1.7E-09,1.761,11%,4,5.4E-09,16190.23,16200.41
339944,P10412,7.8E-50,3.2E-42,225.6,69%,1,5.6E-09,3337.13,3339.17
5791446,P21333-1,8.3E-50,3.4E-42,626.7,41%,1,5.7E-09,6486.35,18.02
165025,P08670,8.9E-50,3.7E-42,372.5,70%,1,5.8E-09,2976.42,18.02
303847,P05204,9.3E-50,3.8E-42,540.2,71%,1,5.8E-09,2764.51,18.02
170693,P68871,1.2E-16,1.9E-09,255,12%,1,5.9E-09,16184.33,16194.58
5519557,P68871,1.3E-16,0.000000002,24.74,10%,4,6.3E-09,16070.21,16080.26
392268,P62805,1.5E-16,2.3E-09,3.009,13%,4,6.8E-09,11355.41,11362.31
4933214,P68871,1.5E-16,2.3E-09,10.89,12%,4,6.8E-09,16037.16,16047.16
5791439,Q92522,1.8E-49,7.5E-42,184.1,61%,1,6.9E-09,3442.15,3444.22
5583683,P10412,2.2E-49,9.1E-42,281.8,78%,1,7.3E-09,2865.85,2867.61
155302,P68871,1.7E-16,2.6E-09,2.66,12%,4,7.6E-09,12053.96,12061.47
69110,P59665,1.8E-16,2.8E-09,229.5,39%,1,7.9E-09,3416.53,3419.05
4933116,P68871,1.8E-16,2.8E-09,10.98,12%,4,7.9E-09,15948.23,15958.24
530312,P68871,2E-16,0.000000003,0.4525,8%,4,8.3E-09,16166.26,16176.45
4894697,P68871,2E-16,0.000000003,28.9,12%,4,8.3E-09,15995.15,16005.12
352394,O60814,4.1E-49,1.7E-41,560.1,68%,1,8.6E-09,3019.78,3021.56
7480,P62805,2.1E-16,3.1E-09,24.66,13%,4,8.6E-09,11313.4,11320.27
524950,P68871,2.1E-16,3.2E-09,1.226,12%,4,8.8E-09,16072.31,16082.49
5790076,P68871,4.6E-49,1.9E-41,671.9,43%,1,8.8E-09,6542.4,18.02
339974,P10412,5.2E-49,2.2E-41,235,70%,1,9.1E-09,3771.34,3773.61
