PFR,Accession,P-score,E-value,C-score,% Cleavages,Proteoform Level,Q-value,Mono Mass,Avg Mass
12391,P56381,6.4E-35,9.7E-28,338.6,35%,1,9.5E-20,5687.08,5690.61
4934181,P68871,6.5E-35,9.9E-28,1.628,16%,4,9.6E-20,16162.24,16172.37
1816547,P68871,8.1E-35,1.2E-27,1.708,16%,4,1.1E-19,16133.25,16143.37
3481772,P68871,8.1E-35,1.2E-27,0.7806,16%,4,1.1E-19,16116.18,16126.23
4933934,P68871,8.7E-35,1.3E-27,3.01,17%,4,1.2E-19,16248.12,16258.18
4894696,P68871,1.1E-34,1.7E-27,12.05,21%,4,1.4E-19,15948.23,15958.24
69258,P69905,1.3E-34,2E-27,1.031,21%,4,1.5E-19,15369.9,15379.57
16260,P0CG47,9.8E-91,4E-83,0.9691,68%,4,1.8E-19,6527.49,18.02
4933452,P68871,1.7E-34,2.5E-27,2.843,20%,4,1.8E-19,15957.19,15967.18
1224637,P68871,1.9E-34,2.9E-27,1.596,17%,4,2E-19,15993.21,16003.22
272252,P69905,2.1E-34,3.1E-27,259.9,23%,1,2.1E-19,15651.81,15661.55
272204,P68871,2.2E-34,3.4E-27,47.86,11%,1,2.2E-19,16206.1,16216.14
169499,P68871,2.4E-34,3.7E-27,7.56,18%,4,2.3E-19,16219.22,16229.41
284930,P68871,3.5E-34,5.3E-27,36.16,17%,4,3E-19,15998.26,16008.31
476048,P24539,1E-89,4.3E-82,792.9,45%,1,3.2E-19,12792.75,18.02
346077,P68871,4E-34,6E-27,310.5,16%,1,3.2E-19,16115.28,16125.47
524952,P68871,4.6E-34,7E-27,0.9691,11%,4,3.6E-19,16068.26,16078.39
346110,P68871,4.6E-34,7E-27,3.01,14%,4,3.6E-19,16073.27,18.02
240010,P69905,4.7E-34,7.1E-27,8.136,16%,4,3.6E-19,15226.83,15236.32
61074,P32119-1,5.2E-34,7.9E-27,67.93,11%,1,3.8E-19,21869.17,21882.75
272099,P68871,5.9E-34,9E-27,2.936,17%,4,4.2E-19,16063.25,16073.32
15916,P51397,6.2E-34,9.5E-27,43.45,23%,1,4.4E-19,11148.6,11155.4
1038,P63313,6.6E-34,1E-26,3.01,45%,4,4.5E-19,4933.52,4936.52
1817704,P68871,8.2E-34,1.2E-26,1.879,15%,4,5.2E-19,16200.16,16210.29
13984,P06454-2,8.5E-34,1.3E-26,0.2996,25%,4,5.3E-19,12095.82,12102.61
346068,P68871,8.9E-34,1.4E-26,100.6,16%,1,5.5E-19,16257.08,16267.12
4933971,P68871,1E-33,1.6E-26,0.7707,17%,4,6.1E-19,16158.19,16168.27
18789,Q8NCU8-2,1E-33,1.6E-26,970.2,31%,1,6.1E-19,6391.61,6395.47
4978848,O60493-1,1.1E-33,1.6E-26,360.8,18%,1,6.3E-19,18675.74,18687.23
441814,P68871,1.1E-33,1.7E-26,373.4,19%,1,6.4E-19,15984.24,18.02
4894671,P69905,1.2E-33,1.9E-26,1.637,23%,4,6.8E-19,15143.76,15153.29
12799,O75964,1.4E-33,2.2E-26,362.9,22%,1,7.5E-19,11290.2,11297.28
12557,P18077,1.5E-33,2.3E-26,50.35,25%,1,7.8E-19,12454.76,12462.55
4943598,P69905,1.5E-33,2.3E-26,3.01,14%,4,7.8E-19,15478.76,15488.32
4933282,P68871,1.8E-33,2.7E-26,16.41,19%,4,8.6E-19,15957.19,18.02
525217,P69905,1.8E-33,2.7E-26,1.997,21%,4,8.7E-19,15268.84,15278.36
69019,P69905,2.2E-33,3.4E-26,0.5799,21%,4,1E-18,15399.88,15409.55
4937508,Q3LXA3-1,8.7E-88,3.6E-80,911.1,42%,1,1.1E-18,11760.1,18.02
524901,P68871,3.4E-33,5.1E-26,350.6,16%,1,1.3E-18,16114.32,16124.53
441703,P68871,3.7E-33,5.6E-26,1.739,17%,4,1.4E-18,16007.22,18.02
441775,P68871,3.7E-33,5.6E-26,7.727,15%,4,1.4E-18,16040.27,16050.35
3479924,P68871,3.7E-33,5.6E-26,6.27,17%,4,1.4E-18,16035.22,16045.26
4933804,P68871,3.8E-33,5.8E-26,3.007,21%,4,1.4E-18,15999.2,16009.22
3442,P62805,5.8E-33,8.8E-26,1.663,19%,4,1.9E-18,11341.39,11348.28
4975988,P42330-1,1.1E-86,4.5E-79,506.8,58%,1,2.1E-18,9412.82,18.02
18723,P02042,6.9E-33,1E-25,524.2,16%,1,2.2E-18,15914.25,15924.29
15996,P68871,7.6E-33,1.2E-25,738.5,19%,1,2.3E-18,15858.21,15868.16
442328,P68871,7.6E-33,1.2E-25,1.668,16%,4,2.3E-18,16069.22,18.02
17878,P68871,7.6E-33,1.2E-25,17.75,20%,4,2.3E-18,15913.24,15923.24
346044,P68871,8.3E-33,1.3E-25,11.36,16%,4,2.4E-18,16148.22,16158.37
17776,P69905,2.6E-86,1.1E-78,990.5,74%,1,2.6E-18,5104.79,18.02
272089,P68871,9.3E-33,1.4E-25,1.761,16%,4,2.6E-18,16529.13,16539.4
3222561,P68871,9.3E-33,1.4E-25,44.49,16%,1,2.6E-18,16172.2,16182.3
524799,P68871,1E-32,1.6E-25,2.911,18%,4,2.8E-18,16206.1,16216.14
417551,P68871,1.2E-32,1.9E-25,7.344,16%,4,3.1E-18,16002.27,16012.39
524877,P68871,1.3E-32,1.9E-25,1.706,16%,4,3.2E-18,16138.26,16148.44
1816521,P68871,1.3E-32,1.9E-25,0.8366,11%,4,3.2E-18,16148.22,16158.37
4933401,P68871,1.3E-32,2E-25,1.249,20%,4,3.3E-18,15986.18,18.02
525043,P68871,1.4E-32,2.2E-25,10.6,16%,4,3.5E-18,16152.28,16162.47
441859,P68871,1.5E-32,2.2E-25,7.911,18%,4,3.5E-18,15993.21,16003.22
1128,Q9NR28-1,1.6E-32,2.5E-25,856.5,10%,1,3.8E-18,20752.38,20765.16
258961,P68871,1.7E-32,2.5E-25,29.84,20%,4,3.8E-18,15900.22,15910.2
1174,Q9NP97-1,1.7E-32,2.6E-25,598.8,22%,1,3.9E-18,10825.69,10832.45
524961,P68871,1.8E-32,2.8E-25,1.237,16%,4,4E-18,16082.24,16092.37
20107,Q01995,2E-32,3E-25,150.4,9%,1,4.2E-18,22507.4,22521.75
5590,P63027,2.1E-32,3.2E-25,1403,15%,1,4.4E-18,12565.66,12573.58
272100,P68871,2.1E-32,3.2E-25,1.761,14%,4,4.4E-18,16571.14,16581.44
272386,P07148,2.3E-32,3.5E-25,1.249,12%,4,4.7E-18,14160.34,14169.19
16009,P68871,2.5E-32,3.8E-25,216.9,17%,1,4.9E-18,15983.28,15993.34
6967,P06454-2,2.5E-32,3.8E-25,3.01,20%,4,4.9E-18,12057.86,12064.67
16174,P68871,3E-32,4.6E-25,28.06,19%,4,5.6E-18,15913.24,15923.24
4943516,P69905,3.6E-32,5.4E-25,1.272,21%,4,6.3E-18,15223.73,15233.27
1082,Q99497,3.6E-32,5.4E-25,420.3,14%,1,6.3E-18,19789.46,19801.9
1224718,P68871,4.5E-32,6.8E-25,3.002,16%,4,7.3E-18,16072.31,16082.49
70280,P68871,4.9E-32,7.5E-25,20.14,17%,4,7.7E-18,16002.27,16012.39
346196,P68871,4.9E-32,7.5E-25,3.002,17%,4,7.7E-18,16044.28,18.02
70248,P68871,5.8E-32,8.8E-25,36.39,21%,4,8.6E-18,15909.18,15919.14
15920,P68871,6.4E-32,9.7E-25,24.3,19%,4,9.2E-18,15871.23,15881.2
169463,P69905,6.7E-32,1E-24,0.7918,13%,4,9.5E-18,15491.88,15501.59
514686,P69905,6.7E-32,1E-24,3.01,14%,4,9.5E-18,15508.73,15518.3
16110,P69905,3.6E-84,1.5E-76,653.7,72%,1,9.8E-18,6647.62,18.02
4901599,P00441,7.9E-32,1.2E-24,30.4,20%,4,1.1E-17,15866.85,15876.58
4933937,P68871,8.1E-32,1.2E-24,17.61,16%,4,1.1E-17,16108.16,16118.2
4933149,P68871,8.4E-32,1.3E-24,12.75,18%,4,1.1E-17,15944.17,18.02
346157,P68871,1E-31,1.6E-24,168.9,17%,1,1.3E-17,16082.28,16092.39
15939,P68871,1.2E-31,1.9E-24,506.7,19%,1,1.4E-17,15955.25,15965.28
1386,Q93077,1.3E-31,2E-24,176.2,19%,1,1.5E-17,14007.91,14016.32
4933226,P68871,1.3E-31,2E-24,1167,19%,1,1.5E-17,15990.24,18.02
4933153,P68871,1.5E-31,2.3E-24,1650,19%,1,1.6E-17,15961.25,18.02
272239,P69905,1.7E-31,2.5E-24,4.007,20%,4,1.7E-17,15318.83,15328.36
4933983,P68871,1.7E-31,2.6E-24,1.162,17%,4,1.8E-17,16251.17,16261.29
4933104,P68871,1.8E-31,2.8E-24,0.6467,16%,4,1.8E-17,16091.24,16101.33
186612,P08727,5.6E-83,2.3E-75,1010,64%,1,2E-17,5051.48,18.02
2119,P39019,2.2E-31,3.3E-24,807.6,17%,1,2.1E-17,15919.49,15929.31
441866,P68871,2.2E-31,3.3E-24,25.38,16%,4,2.1E-17,16044.28,18.02
441810,P68871,2.2E-31,3.3E-24,6.376,16%,4,2.1E-17,16031.26,18.02
4933653,P68871,2.4E-31,3.7E-24,12.85,16%,4,2.2E-17,16068.26,16078.39
4933176,P68871,2.6E-31,3.9E-24,2.679,19%,4,2.3E-17,16028.19,16038.22
4933362,P68871,2.6E-31,3.9E-24,39.46,19%,4,2.3E-17,15995.15,18.02
346352,P69905,2.8E-31,4.3E-24,0.3845,14%,4,2.5E-17,15276.82,15286.32
42785,Q9BVM4,3.9E-31,6E-24,354.3,18%,1,3.1E-17,17228.73,17239.44
258977,P68871,4.1E-31,6.2E-24,12.06,16%,4,3.1E-17,16030.3,16040.45
272189,P68871,4.2E-31,6.4E-24,0.5799,14%,4,3.2E-17,16402.1,16412.29
824044,P68871,4.5E-31,6.8E-24,0.08776,10%,4,3.3E-17,16302.25,16312.5
3481776,P68871,4.5E-31,6.8E-24,0.1472,10%,4,3.3E-17,16284.18,16294.37
4933158,P68871,5.1E-31,7.7E-24,22.08,16%,4,3.6E-17,15877.23,15887.2
4933273,P68871,5.5E-31,8.3E-24,8.935,20%,4,3.8E-17,15915.18,15925.14
68983,P69905,6.3E-82,2.6E-74,487.9,62%,1,3.8E-17,7730.96,18.02
441409,P68871,2.1E-33,8.7E-26,11.45,19%,4,3.8E-17,15942.23,18.02
4894176,P68871,6.2E-31,9.4E-24,17.57,20%,4,4.1E-17,15877.23,15887.2
346045,P68871,6.3E-31,9.6E-24,2.95,14%,4,4.2E-17,16142.32,18.02
17108,P68871,6.6E-31,1E-23,1676,19%,1,4.3E-17,15983.28,18.02
56004,O75348,6.7E-31,1E-23,431.4,21%,1,4.3E-17,13660.05,13668.37
417563,P68871,7.4E-31,1.1E-23,0.7509,16%,4,4.6E-17,16082.24,16092.37
4894670,P69905,7.9E-31,1.2E-23,0.9659,22%,4,4.8E-17,15143.76,15153.29
68967,P68871,8E-31,1.2E-23,2.131,16%,4,4.8E-17,16120.19,16130.31
4934176,P68871,9.8E-31,1.5E-23,0.1472,12%,4,5.6E-17,16238.15,16248.25
272193,P68871,1E-30,1.5E-23,229.7,14%,1,5.6E-17,16487.12,16497.36
4933884,P68871,1E-30,1.5E-23,0.2996,14%,4,5.7E-17,16449.16,16459.42
4902235,P68871,1.3E-30,1.9E-23,1.563,15%,4,6.5E-17,16280.17,16290.29
4894386,P68871,1.3E-30,2E-23,8.462,16%,4,6.9E-17,15944.17,15954.14
15480,Q6QNY1-1,1.4E-30,2.1E-23,458.7,17%,1,7E-17,15862.06,15871.97
3481733,P68871,1.4E-30,2.1E-23,1.073,16%,4,7.1E-17,16204.21,16214.39
4926819,Q16836-1,1.5E-30,2.3E-23,0.01318,8%,4,7.5E-17,33000.26,33020.96
74897,P68871,1.6E-30,2.4E-23,738.4,21%,1,7.6E-17,15927.25,15937.27
4938285,P53597,1E-80,4.2E-73,614.7,51%,1,8.1E-17,7925.29,18.02
259039,P68871,1.8E-30,2.8E-23,15.16,14%,4,8.4E-17,16082.24,16092.37
441867,P68871,2.1E-30,3.3E-23,2.791,19%,4,9.3E-17,15993.21,16003.22
4933917,P68871,2.2E-30,3.4E-23,9.575,18%,4,9.6E-17,15957.19,15967.18
4934233,P68871,2.4E-30,3.6E-23,1.61,16%,4,9.9E-17,16111.23,16121.37
4934232,P68871,2.4E-30,3.6E-23,2.572,16%,4,9.9E-17,16120.19,16130.31
4933764,P68871,2.4E-30,3.6E-23,2.453,16%,4,9.9E-17,16082.24,16092.37
346404,P69905,2.5E-30,3.7E-23,3.798,21%,4,1E-16,15356.78,15366.3
240014,P69905,2.5E-30,3.7E-23,3.801,21%,4,1E-16,15398.79,15408.34
1495858,P68871,4E-34,1.6E-26,0.7603,16%,4,1.1E-16,16124.25,18.02
4933943,P68871,2.8E-30,4.3E-23,1.041,16%,4,1.1E-16,16195.15,16205.22
1844,P62841,3.2E-30,4.8E-23,497.1,20%,1,1.2E-16,16940.14,16950.95
514664,P68871,3.7E-30,5.6E-23,11.31,15%,4,1.3E-16,16133.25,16143.37
524929,P68871,3.7E-30,5.6E-23,3.934,15%,4,1.3E-16,16162.24,16172.37
224702,P68871,3.7E-30,5.6E-23,3.01,15%,4,1.3E-16,16063.25,16073.32
170674,P68871,3.7E-30,5.6E-23,4.897,15%,4,1.3E-16,16120.23,16130.33
16808,P51397,3.9E-30,6E-23,322.4,24%,1,1.4E-16,11110.64,11117.46
4927908,P00738-1,4.1E-30,6.3E-23,229.4,14%,1,1.4E-16,15934.71,15944.82
4894697,P68871,4.4E-30,6.7E-23,22.47,15%,4,1.5E-16,15995.15,18.02
1654,P62891,4.9E-30,7.5E-23,383.2,29%,1,1.6E-16,6271.61,6275.49
1223777,P68871,5.2E-30,7.9E-23,1.633,16%,4,1.6E-16,16087.19,18.02
4934198,P68871,5.9E-30,9E-23,1.335,16%,4,1.8E-16,16110.27,16120.43
15122,O95139-1,6.6E-30,1E-22,44.85,13%,1,1.9E-16,15390.1,15400.04
17239,P56381,8.4E-30,1.3E-22,726.3,40%,1,2.3E-16,5716.05,5719.73
4894439,P68871,8.9E-30,1.4E-22,14.92,17%,4,2.4E-16,15915.18,15925.14
70263,P68871,9.3E-30,1.4E-22,36.86,17%,4,2.4E-16,16142.32,16152.54
41563,P63218,9.9E-30,1.5E-22,401.2,27%,1,2.5E-16,7497.03,7501.8
170666,P68871,1E-29,1.5E-22,6.768,17%,4,2.6E-16,15951.19,15961.18
346011,P68871,1.2E-29,1.8E-22,9.997,18%,4,2.8E-16,15998.26,16008.31
5978,O43674-1,1.2E-29,1.8E-22,1161,17%,1,2.9E-16,16990.91,17001.59
4934083,P68871,1.2E-29,1.9E-22,1.178,15%,4,3E-16,16078.22,16088.29
69239,P68871,1.3E-29,2E-22,0.527,15%,4,3E-16,16190.23,16200.41
4934263,P68871,1.5E-29,2.3E-22,7.719,19%,4,3.3E-16,16188.13,16198.18
4934096,P68871,1.6E-29,2.4E-22,1.466,15%,4,3.5E-16,16153.24,16163.41
68972,P68871,1.6E-29,2.4E-22,2.542,15%,4,3.5E-16,16120.19,16130.31
4933954,P68871,1.7E-29,2.5E-22,0.3652,16%,4,3.6E-16,16204.21,16214.39
346355,P69905,1.7E-29,2.5E-22,1.76,14%,4,3.6E-16,15276.82,15286.32
4933953,P68871,1.7E-29,2.5E-22,0.366,16%,4,3.6E-16,16233.2,16243.39
524894,P68871,2E-29,3E-22,0.4488,12%,4,4E-16,16162.24,16172.37
272167,P68871,2.2E-29,3.3E-22,391.8,13%,1,4.2E-16,16458.13,16468.36
15199,P07711,2.5E-29,3.9E-22,776.1,39%,1,4.8E-16,4773.28,4776.4
4934183,P68871,2.6E-29,4E-22,0.3384,16%,4,4.9E-16,16153.14,16163.18
4934182,P68871,2.6E-29,4E-22,1.132,16%,4,4.9E-16,16162.2,16172.35
4934264,P68871,2.7E-29,4E-22,5.701,19%,4,4.9E-16,15986.18,15996.18
1223795,P68871,3.3E-29,5.1E-22,1.801,16%,4,5.7E-16,16064.21,18.02
15157,O43920,3.6E-29,5.4E-22,384.1,20%,1,5.9E-16,12378.35,12386.31
442342,P68871,3.6E-29,5.5E-22,15.98,16%,4,6E-16,16044.28,16054.43
4933182,P68871,3.6E-29,5.5E-22,1.439,15%,4,6E-16,16143.21,18.02
224859,P69905,3.6E-29,5.5E-22,7.432,19%,4,6E-16,15280.87,15290.42
4933681,P68871,3.8E-29,5.8E-22,2.377,17%,4,6.2E-16,15999.2,16009.22
12768,O95167,8.3E-46,3.4E-38,541.3,33%,1,6.2E-16,9184.81,18.02
4971984,P61769,3.9E-29,5.9E-22,97.67,19%,1,6.2E-16,11721.77,11729.15
15161,Q9NRQ5,4E-29,6.1E-22,1065,24%,1,6.4E-16,6775.87,6780.14
346165,P68871,4.2E-29,6.3E-22,10.33,17%,4,6.5E-16,16069.22,18.02
16903,P69905,4.4E-29,6.8E-22,3.01,15%,4,6.8E-16,15319.91,15329.57
272117,P68871,4.7E-29,7.1E-22,40.82,14%,1,7E-16,16290.13,16300.22
1223752,P68871,5.2E-29,7.9E-22,2.059,19%,4,7.6E-16,15993.21,18.02
272391,P07148,5.3E-29,8E-22,2154,11%,1,7.6E-16,14098.38,14107.22
170684,P68871,6.1E-29,9.2E-22,268.7,18%,1,8.3E-16,16143.31,16153.53
524872,P68871,6.2E-29,9.5E-22,1.263,14%,4,8.5E-16,16242.21,16252.35
4894699,P68871,6.4E-29,9.8E-22,526.7,17%,1,8.6E-16,15835.22,15845.16
4894686,P68871,6.4E-29,9.8E-22,1581,20%,1,8.7E-16,15864.21,15874.16
70210,P69905,6.8E-29,1E-21,0.4139,12%,4,8.8E-16,15360.84,15370.4
258954,P68871,6.7E-29,1E-21,1103,18%,1,8.8E-16,16012.27,16022.34
4933144,P68871,6.7E-29,1E-21,2.642,14%,4,8.9E-16,15986.18,18.02
18143,P68871,6.7E-29,1E-21,440.5,16%,1,8.9E-16,16213.32,18.02
4894707,P68871,6.7E-29,1E-21,1.164,14%,4,8.9E-16,16028.2,18.02
1224679,P68871,7.7E-29,1.2E-21,1.451,16%,4,9.7E-16,16082.24,16092.37
525002,P68871,7.8E-29,1.2E-21,12.41,16%,4,9.8E-16,16078.22,16088.29
4661454,P68871,9.2E-29,1.4E-21,2.409,16%,4,1.1E-15,16063.25,16073.32
4933220,P68871,9.7E-29,1.5E-21,1.761,17%,4,1.1E-15,15986.18,18.02
4933885,P68871,9.8E-29,1.5E-21,1.194,12%,4,1.1E-15,16196.14,16206.21
2428,O43768-1,1E-28,1.6E-21,717.3,15%,1,1.2E-15,13291.72,13299.87
4657196,P68871,1.1E-28,1.7E-21,1.706,15%,4,1.2E-15,16092.24,16102.32
4933146,P68871,1.1E-28,1.7E-21,2.058,16%,4,1.2E-15,15957.19,18.02
4933165,P68871,1.2E-28,1.9E-21,2.412,17%,4,1.3E-15,15957.19,18.02
1703512,P69905,1.3E-28,2E-21,0.4576,14%,4,1.4E-15,15508.73,15518.3
346249,P69905,1.5E-28,2.3E-21,0.5799,19%,4,1.5E-15,15356.78,15366.3
346029,P68871,8.7E-29,2.4E-21,413.1,16%,1,1.5E-15,15989.25,18.02
3481767,P68871,1.7E-28,2.5E-21,0.2996,13%,4,1.6E-15,16350.17,16360.37
4894680,P69905,1.9E-28,2.9E-21,1.752,18%,4,1.7E-15,15223.73,15233.27
4933942,P68871,1.9E-28,2.9E-21,23.04,17%,4,1.8E-15,16070.21,16080.26
3479961,P68871,2E-28,3.1E-21,2.887,18%,4,1.8E-15,16177.21,18.02
96862,P68871,2.1E-28,3.2E-21,2.552,14%,4,1.9E-15,16040.22,16050.33
272090,P68871,2.2E-28,3.3E-21,0.2996,12%,4,1.9E-15,16491.17,16501.46
14888,P23284,2.2E-28,3.3E-21,1391,14%,1,1.9E-15,20290.59,20303.31
272163,P68871,2.2E-28,3.3E-21,936,16%,1,1.9E-15,16286.07,16296.12
524767,P68871,2.2E-28,3.3E-21,3.01,13%,4,1.9E-15,16299.09,16309.16
4933389,P68871,2.2E-28,3.3E-21,5.953,16%,4,1.9E-15,15993.21,16003.22
14920,P09669,2.3E-28,3.6E-21,692.9,28%,1,2E-15,8775.69,8781.44
1817728,P68871,2.3E-28,3.6E-21,0.6104,16%,4,2E-15,16120.23,16130.33
74893,P68871,3E-28,4.6E-21,6.391,19%,4,2.4E-15,15909.18,15919.14
4933116,P68871,3.1E-28,4.7E-21,20.08,19%,4,2.4E-15,15948.23,15958.24
272188,P68871,3.3E-28,5.1E-21,0.6958,14%,4,2.5E-15,16200.2,16210.31
4933972,P68871,3.3E-28,5.1E-21,1.12,14%,4,2.5E-15,16280.17,16290.29
1277,O75947-1,3.5E-28,5.4E-21,169.3,14%,1,2.6E-15,18390.47,18402.06
4934114,P68871,3.8E-28,5.8E-21,938.6,19%,1,2.7E-15,16201.15,16211.22
70200,P69905,4E-28,6.1E-21,2.618,19%,4,2.8E-15,15226.83,15236.32
259035,P68871,4.6E-28,7E-21,370.4,16%,1,3.1E-15,16543.14,16553.43
525186,P68871,4.6E-28,7E-21,8.266,15%,4,3.1E-15,16011.28,16021.35
346109,P68871,4.6E-28,7E-21,187.5,16%,1,3.1E-15,16515.11,16525.37
1092,P62805,5.1E-28,7.7E-21,16.31,21%,4,3.3E-15,11341.39,11348.28
525194,P68871,5.1E-28,7.7E-21,2.219,15%,4,3.3E-15,16078.22,16088.29
4934327,P68871,5.4E-28,8.2E-21,0.4868,13%,4,3.4E-15,16031.16,16041.16
441869,P68871,5.7E-28,8.7E-21,13.25,15%,4,3.6E-15,16040.22,16050.33
240021,P69905,5.7E-28,8.7E-21,7.69,20%,4,3.6E-15,15276.82,15286.32
4934234,P68871,5.8E-28,8.9E-21,0.7714,14%,4,3.6E-15,16152.28,16162.47
4934265,P68871,7.3E-28,1.1E-20,0.9637,18%,4,4.2E-15,15999.2,16009.22
1223683,P68871,7.3E-28,1.1E-20,3.368,17%,4,4.2E-15,15993.21,18.02
1817729,P68871,7.5E-28,1.1E-20,0.9691,14%,4,4.3E-15,16223.28,16233.51
4933940,P68871,7.5E-28,1.1E-20,0.6169,15%,4,4.3E-15,16251.27,16261.52
4933946,P68871,7.8E-28,1.2E-20,0.4576,15%,4,4.4E-15,16144.17,16154.24
525185,P68871,8.6E-28,1.3E-20,18.39,16%,4,4.6E-15,16040.27,16050.35
514637,P68871,8.9E-28,1.4E-20,1.758,15%,4,4.8E-15,16181.27,18.02
4934063,P68871,8.9E-28,1.4E-20,1.228,12%,4,4.8E-15,16191.19,16201.35
217091,P61604,9.1E-28,1.4E-20,4.738,26%,4,4.8E-15,10919.86,10926.62
4675276,P69905,9.2E-28,1.4E-20,1.249,13%,4,4.8E-15,15517.8,15527.47
1817726,P68871,1E-27,1.6E-20,0.7477,14%,4,5.3E-15,16162.2,16172.35
4933938,P68871,1.1E-27,1.7E-20,10,18%,4,5.5E-15,16079.17,16089.2
4934142,P68871,1.2E-27,1.8E-20,1.083,15%,4,5.8E-15,16204.21,16214.39
4977511,P09210,1.3E-27,1.9E-20,242.4,9%,1,6E-15,25619.59,25635.9
378251,P09210,1.3E-27,1.9E-20,233.3,9%,1,6E-15,25647.62,25663.96
4934099,P68871,1.3E-27,2E-20,0.7566,15%,4,6.1E-15,16172.2,16182.3
4906912,P68871,1.3E-27,2E-20,0.3041,15%,4,6.1E-15,16191.19,16201.35
346152,P68871,1.4E-27,2.1E-20,14.38,17%,4,6.2E-15,16031.26,16041.39
442336,P68871,4.6E-34,1.9E-26,129.1,16%,1,6.4E-15,16087.29,18.02
1703492,P69905,1.5E-27,2.3E-20,0.4734,20%,4,6.6E-15,15398.79,15408.34
1703495,P69905,1.5E-27,2.3E-20,1.308,20%,4,6.6E-15,15437.83,15447.49
525239,P69905,1.5E-27,2.3E-20,1.586,20%,4,6.6E-15,15428.77,15438.32
4097833,P68871,1.7E-27,2.6E-20,1.055,15%,4,7.1E-15,16124.25,16134.41
4939266,P08727,3.2E-73,1.3E-65,85.59,60%,1,8.3E-15,5065.49,18.02
224180,P68871,2.1E-27,3.2E-20,8.98,15%,4,8.3E-15,16264.29,16274.56
4933918,P68871,2.1E-27,3.2E-20,1.196,15%,4,8.3E-15,16275.12,16285.2
4894733,P0DP23,2.2E-27,3.4E-20,0.9691,17%,4,8.7E-15,16783.79,16794.4
4934026,P68871,2.5E-27,3.8E-20,2.969,14%,4,9.2E-15,16159.14,16169.18
4902238,P68871,2.5E-27,3.8E-20,1.761,14%,4,9.3E-15,16150.17,16160.24
1817686,P68871,9.9E-30,4.1E-22,1.247,16%,4,9.5E-15,16153.24,18.02
442351,P68871,2.6E-27,4E-20,19.84,16%,4,9.6E-15,16073.27,16083.43
441791,P68871,3E-27,4.6E-20,0.7546,16%,4,1E-14,16078.22,16088.29
4906840,P68871,3.1E-27,4.7E-20,1.708,16%,4,1.1E-14,16069.22,18.02
4933956,P68871,3.4E-27,5.2E-20,1.06,16%,4,1.1E-14,16073.17,16083.2
4933974,P68871,3.5E-27,5.3E-20,1.886,14%,4,1.2E-14,16462.18,16472.46
4933210,P68871,3.6E-27,5.5E-20,35.38,17%,4,1.2E-14,16024.14,16034.12
3481781,P68871,3.7E-27,5.6E-20,0.0583,8%,4,1.2E-14,16232.24,16242.45
224683,P68871,4.2E-27,6.4E-20,3.01,17%,4,1.3E-14,15900.22,18.02
272484,P02792,4.3E-27,6.5E-20,446,12%,1,1.3E-14,19948.08,19960.55
4957181,P0DP23,4.3E-27,6.5E-20,2.759,18%,4,1.3E-14,16787.8,16798.43
4894689,P68871,4.3E-27,6.5E-20,1.761,14%,4,1.3E-14,16024.14,18.02
4933593,P68871,4.5E-27,6.9E-20,2.118,14%,4,1.4E-14,16091.24,16101.33
441822,P68871,4.5E-27,6.9E-20,14.6,14%,4,1.4E-14,16063.25,16073.32
4973464,P08263,4.6E-27,7E-20,309.2,8%,1,1.4E-14,25537.67,25553.98
4965377,P07148,4.6E-27,7.1E-20,0.9691,9%,4,1.4E-14,14148.34,14157.17
4934115,P68871,5.1E-27,7.7E-20,0.9691,12%,4,1.5E-14,16337.15,16347.33
1817743,P68871,5.7E-27,8.6E-20,1.331,17%,4,1.6E-14,15951.19,15961.18
17378,P56381,3.6E-72,1.5E-64,793.3,68%,1,1.6E-14,5474.96,18.02
441871,P68871,5.7E-27,8.7E-20,1.942,19%,4,1.6E-14,15993.21,16003.22
73151,P61978-2,5E-72,2.1E-64,452.1,50%,1,1.7E-14,9928.13,18.02
523134,Q9UII2-1,5.9E-72,2.5E-64,784,68%,1,1.8E-14,4858.66,18.02
4934027,P68871,7E-27,1.1E-19,3.223,15%,4,1.8E-14,16028.19,16038.22
4933168,P68871,7E-27,1.1E-19,13.37,15%,4,1.8E-14,15999.2,18.02
4933702,P68871,7E-27,1.1E-19,28.72,15%,4,1.8E-14,16037.16,16047.16
224695,P68871,7.3E-27,1.1E-19,1.227,18%,4,1.9E-14,15909.18,15919.14
346149,P68871,7.6E-27,1.2E-19,14.95,14%,4,1.9E-14,16092.24,16102.32
7147,Q16778,7.6E-27,1.2E-19,2.945,19%,4,1.9E-14,13822.54,13831.01
272082,P68871,8E-27,1.2E-19,525.6,15%,1,2E-14,16584.16,16594.48
70249,P68871,8.2E-27,1.3E-19,28.04,17%,4,2E-14,16011.28,16021.35
70276,P68871,8.6E-27,1.3E-19,14.56,16%,4,2.1E-14,16148.22,16158.37
73950,P00738-1,9.3E-27,1.4E-19,249.2,22%,1,2.2E-14,9186.41,9192.21
244033,P10620-1,9.4E-27,1.4E-19,1.761,13%,4,2.2E-14,17498.19,17509.51
4934144,P68871,1E-26,1.5E-19,0.198,14%,4,2.3E-14,16140.12,16150.14
4934143,P68871,1E-26,1.5E-19,0.6625,14%,4,2.3E-14,16158.19,16168.27
