PFR,Accession,P-score,E-value,C-score,% Cleavages,Proteoform Level,Q-value,Mono Mass,Avg Mass
1817698,P68871,1.6E-29,2.5E-22,0.253,16%,4,1.5E-15,16124.25,16134.41
155322,P68871,1.7E-29,2.6E-22,21.6,17%,4,1.5E-15,16007.22,18.02
4933146,P68871,1.8E-29,2.8E-22,9.398,16%,4,1.6E-15,15957.19,15967.18
4894707,P68871,2E-29,3E-22,2.935,16%,4,1.7E-15,16028.2,18.02
4934321,P68871,2E-29,3E-22,0.7839,15%,4,1.7E-15,16162.2,16172.35
4934096,P68871,2E-29,3E-22,1.75,16%,4,1.7E-15,16153.24,16163.41
524827,P68871,2.1E-29,3.1E-22,1.276,16%,4,1.7E-15,16261.14,16271.22
33127,P62805,6.6E-69,2.7E-61,502.3,84%,1,1.7E-15,3715.96,3718.29
522434,P16402,1.8E-69,7.4E-62,0.6695,76%,4,1.7E-15,5574.16,5577.51
4994059,P0DP23,2.1E-29,3.2E-22,2.925,17%,4,1.7E-15,16797.8,16808.43
3481773,P68871,2.1E-29,3.2E-22,1.689,14%,4,1.7E-15,16149.18,18.02
1817729,P68871,2.2E-29,3.3E-22,0.9691,14%,4,1.8E-15,16223.28,16233.51
4657167,P68871,2.4E-29,3.6E-22,0.5118,15%,4,1.9E-15,11827.08,11834.57
13215,P62805,2.4E-29,3.7E-22,0.7562,20%,4,1.9E-15,11355.37,11362.27
272094,P68871,2.7E-29,4.1E-22,13.99,13%,4,2E-15,16261.23,16271.45
1817732,P68871,5.2E-31,2.2E-23,0.7855,15%,4,2E-15,16204.21,18.02
346363,P69905,2.7E-29,4.1E-22,1.249,13%,4,2E-15,15441.89,15451.59
4657176,P68871,2.7E-29,4.1E-22,0.6486,16%,4,2E-15,16102.16,18.02
598090,P53999,1.4E-68,5.8E-61,542.7,41%,1,2.1E-15,9245.66,18.02
272289,P69905,2.9E-29,4.4E-22,1.249,18%,4,2.1E-15,15386.76,15396.28
4934172,P68871,3E-29,4.6E-22,20.06,17%,4,2.2E-15,16028.19,16038.22
5006492,P68871,3.1E-29,4.8E-22,2.802,16%,4,2.2E-15,16115.18,16125.24
1817717,P68871,3.4E-29,5.2E-22,0.7815,15%,4,2.3E-15,16171.21,18.02
4894671,P69905,3.4E-29,5.2E-22,1.757,19%,4,2.3E-15,15143.76,15153.29
4934145,P68871,3.4E-29,5.2E-22,2.936,14%,4,2.3E-15,16120.23,16130.33
1881,Q99879,3.9E-29,5.9E-22,191.2,17%,1,2.5E-15,13891.6,13900.12
4934066,P68871,3.9E-29,5.9E-22,3.01,18%,4,2.5E-15,16079.17,16089.2
4934099,P68871,4E-29,6.1E-22,0.4141,15%,4,2.6E-15,16172.2,16182.3
346350,P69905,4.1E-29,6.2E-22,1.759,12%,4,2.6E-15,15318.83,15328.36
170713,P68871,4.2E-29,6.3E-22,2.691,16%,4,2.7E-15,16190.23,16200.41
5519734,P68871,4.4E-29,6.6E-22,0.7823,14%,4,2.7E-15,16190.23,16200.41
259019,P68871,4.5E-29,6.8E-22,589.2,12%,1,2.8E-15,16482.11,16492.29
7141,P06454-2,4.5E-29,6.9E-22,0.9687,22%,4,2.8E-15,12099.87,12106.71
5519666,P68871,4.7E-29,7.1E-22,1.2,14%,4,2.9E-15,16158.19,16168.27
524950,P68871,4.8E-29,7.2E-22,8.683,17%,4,2.9E-15,16072.31,18.02
5428786,P68871,4.9E-29,7.5E-22,0.5244,15%,4,3E-15,16073.17,16083.2
16928,P05109,5.1E-29,7.7E-22,267,20%,1,3E-15,10869.66,10876.55
336167,P00338-1,5.2E-68,2.2E-60,0.9691,45%,4,3.2E-15,8475.53,18.02
1801,P61803,5.8E-29,8.8E-22,1862,17%,1,3.3E-15,12399.52,12407.56
4982665,P0DP24,5.9E-29,9E-22,115.9,19%,1,3.3E-15,16773.85,16784.52
272153,P68871,6.4E-29,9.7E-22,381.3,16%,1,3.5E-15,16388.12,16398.31
272189,P68871,6.4E-29,9.7E-22,0.58,16%,4,3.5E-15,16402.1,16412.29
272202,P68871,6.4E-29,9.7E-22,563,16%,1,3.5E-15,16417.11,16427.31
524799,P68871,6.8E-29,1E-21,2.678,18%,4,3.6E-15,16206.1,16216.14
4933181,P68871,7.2E-29,1.1E-21,0.4518,17%,4,3.8E-15,16152.28,16162.47
417559,P68871,7E-32,2.9E-24,3.453,17%,4,3.8E-15,16060.15,18.02
524944,P68871,8.2E-29,1.2E-21,6.999,16%,4,4.1E-15,15951.19,15961.18
524821,P68871,9.3E-29,1.4E-21,0.9056,16%,4,4.5E-15,16219.13,16229.18
5519101,P68871,9.3E-29,1.4E-21,2.884,16%,4,4.5E-15,16222.28,16232.52
2896,O60493-1,9.4E-29,1.4E-21,569.3,16%,1,4.5E-15,18661.73,18673.2
169526,P05387,1.9E-67,7.7E-60,762.1,51%,1,4.6E-15,7464,18.02
3465972,P69905,1E-28,1.5E-21,1.249,12%,4,4.7E-15,15487.82,15497.49
69114,P07737,2.1E-67,8.8E-60,687.9,78%,1,4.8E-15,5147.68,18.02
5418029,P37802-1,2.2E-67,9E-60,660.3,65%,1,4.8E-15,4071.05,18.02
441717,P68871,1.1E-28,1.6E-21,1.243,14%,4,4.9E-15,16149.18,16159.31
2548,O14957,1.1E-28,1.7E-21,448.7,31%,1,5E-15,6565.48,6569.68
5519744,P68871,1.1E-28,1.7E-21,2.654,15%,4,5.1E-15,16066.15,16076.16
5006882,P68871,1.1E-28,1.7E-21,3.596,15%,4,5.1E-15,16024.14,16034.12
5415850,P67809,2.7E-67,1.1E-59,634.9,34%,1,5.1E-15,14300.23,18.02
5519498,P68871,1.2E-28,1.8E-21,1.694,14%,4,5.3E-15,16144.17,16154.24
5431219,P60174-1,3.3E-67,1.4E-59,614.9,40%,1,5.4E-15,11395.93,18.02
69239,P68871,1.3E-28,1.9E-21,5.468,13%,4,5.5E-15,16190.23,16200.41
5519645,P68871,1.4E-28,2.1E-21,1.149,15%,4,5.8E-15,16111.23,16121.37
4933702,P68871,1.4E-28,2.1E-21,26.28,14%,4,5.8E-15,16037.16,16047.16
5518525,P68871,1.4E-28,2.2E-21,29.58,17%,4,6E-15,16066.15,16076.16
3736838,P19338,4.9E-67,2E-59,889.2,60%,1,6E-15,6243.29,18.02
33019,P23527,5.3E-67,2.2E-59,502,42%,1,6.1E-15,11779.36,11786.59
525186,P68871,1.5E-28,2.3E-21,9.715,16%,4,6.1E-15,16011.28,16021.35
5006926,P68871,1.6E-28,2.4E-21,5.263,16%,4,6.2E-15,16079.17,18.02
5007233,P68871,1.7E-28,2.6E-21,0.765,14%,4,6.7E-15,16149.08,16159.08
43833,P68871,2.2E-32,9.2E-25,9.298,18%,4,6.7E-15,15942.23,18.02
256941,P23527,8.3E-67,3.4E-59,0.4139,65%,4,7E-15,4440.45,4443.08
5519497,P68871,1.8E-28,2.8E-21,0.254,14%,4,7E-15,16191.09,16201.12
5436384,P02671-1,8.8E-67,3.6E-59,752.7,50%,1,7.1E-15,6483.12,18.02
1816536,P68871,2E-28,3E-21,11.01,15%,4,7.3E-15,16082.24,16092.37
272100,P68871,2.1E-28,3.2E-21,1.761,15%,4,7.5E-15,16571.14,16581.44
4934009,P68871,2.1E-28,3.2E-21,1.068,14%,4,7.7E-15,16200.2,16210.31
305567,P62805,2.2E-28,3.3E-21,58.69,19%,1,7.8E-15,11355.41,11362.31
15360,Q03135-2,2.2E-28,3.4E-21,922,14%,1,7.8E-15,16922.75,16933.61
5484468,P69905,1.5E-66,6.1E-59,670.6,32%,1,8.2E-15,13964.23,18.02
18653,P02766,2.4E-28,3.7E-21,462,17%,1,8.4E-15,13752.89,13761.41
4933877,P68871,2.4E-28,3.7E-21,3.452,16%,4,8.4E-15,16188.13,16198.18
4934136,P68871,2.5E-28,3.8E-21,9.578,16%,4,8.5E-15,16152.28,16162.47
4657218,P68871,2.5E-28,3.9E-21,9.861,14%,4,8.6E-15,16143.21,16153.3
1378,P62805,2.6E-28,4E-21,478.8,19%,1,8.8E-15,11271.35,11278.19
4675317,P68871,2.7E-28,4.1E-21,5.1,14%,4,8.9E-15,16280.12,16290.27
4657165,P68871,2.7E-28,4.1E-21,1.083,14%,4,8.9E-15,16293.28,16303.56
272110,P68871,2.8E-28,4.2E-21,2.694,15%,4,9E-15,16120.23,16130.33
524720,P68871,2.8E-28,4.2E-21,0.2228,8%,4,9E-15,16139.16,16149.2
4919904,P59665,2.8E-28,4.3E-21,47.81,52%,1,9.1E-15,3443.54,18.02
310442,O14818-1,2.2E-66,8.9E-59,630.3,46%,1,9.2E-15,6887.69,18.02
5444344,Q14247-1,2.3E-66,9.5E-59,639.8,54%,1,9.3E-15,7962.79,18.02
4934274,P68871,3E-28,4.5E-21,0.6113,17%,4,9.4E-15,16171.21,16181.31
284826,P26038,2.5E-66,1E-58,620.8,49%,1,9.6E-15,7902.19,18.02
208494,P19338,2.7E-66,1.1E-58,1422,65%,1,9.7E-15,6887.62,18.02
441769,P68871,3.1E-28,4.7E-21,2.921,16%,4,9.7E-15,16036.21,18.02
4933884,P68871,3.5E-28,5.3E-21,0.2996,14%,4,1E-14,16449.16,16459.42
4933552,P68871,3.5E-28,5.4E-21,1.711,17%,4,1.1E-14,16064.21,18.02
15632,Q8NFU3-1,3.6E-28,5.5E-21,417.8,15%,1,1.1E-14,12433.37,12441.1
70263,P68871,3.8E-28,5.8E-21,23.45,15%,4,1.1E-14,16142.32,16152.54
4933875,P68871,4.3E-28,6.6E-21,11.57,17%,4,1.2E-14,16092.24,16102.32
4657138,P68871,4.4E-28,6.6E-21,53.83,17%,1,1.2E-14,16143.21,16153.3
170674,P68871,4.4E-28,6.7E-21,10.68,14%,4,1.2E-14,16120.23,16130.33
186228,P63104-1,6.3E-66,2.6E-58,754.3,42%,1,1.3E-14,9995.85,18.02
258992,P68871,4.7E-28,7.2E-21,0.7918,13%,4,1.3E-14,11823.03,11830.47
528241,O60814,7.4E-66,3E-58,1.761,48%,4,1.3E-14,7214.81,7219.32
4941330,P05091-1,8.9E-66,3.7E-58,608,76%,1,1.4E-14,3760.91,18.02
69015,P69905,5.4E-28,8.2E-21,1.758,13%,4,1.4E-14,15411.91,15421.61
1816565,P68871,5.7E-28,8.7E-21,1.191,17%,4,1.4E-14,16139.26,16149.43
4933217,P68871,5.7E-28,8.7E-21,13.16,16%,4,1.5E-14,15986.18,15996.18
5060965,P84077,6E-28,9.2E-21,485.1,12%,1,1.5E-14,20736.82,20749.9
69258,P69905,6.2E-28,9.5E-21,0.5799,14%,4,1.5E-14,15369.9,15379.57
739444,O95218-1,1.3E-65,5.5E-58,412.6,50%,1,1.6E-14,8207.64,18.02
4907322,P84077,7.1E-33,2.9E-25,578.7,13%,1,1.6E-14,20763.77,20776.88
517329,P68871,7E-28,1.1E-20,0.4483,14%,4,1.7E-14,16116.18,16126.23
5519699,P68871,7.1E-28,1.1E-20,1.676,13%,4,1.7E-14,16242.17,16252.33
434340,Q02878,1.9E-65,7.9E-58,653.4,39%,1,1.7E-14,10673.92,18.02
4933905,P68871,7.6E-28,1.2E-20,11.65,14%,4,1.7E-14,16066.15,18.02
5123181,P04406-1,2E-65,8.4E-58,552.9,34%,1,1.8E-14,13054.78,18.02
272097,P68871,7.8E-28,1.2E-20,1.755,14%,4,1.8E-14,16463.18,16473.45
239646,P35659-1,2.2E-65,8.9E-58,93.44,71%,1,1.8E-14,6663.86,18.02
305554,P62805,8.3E-28,1.3E-20,116.8,18%,1,1.8E-14,11383.4,11390.32
2020,P18085,9E-28,1.4E-20,691.7,12%,1,1.9E-14,20576.85,20589.94
5415856,P09429,3.2E-65,1.3E-57,522.6,31%,1,2E-14,14732.13,18.02
170716,P68871,9.5E-28,1.4E-20,13.07,14%,4,2E-14,16190.23,16200.41
3481790,P68871,9.6E-28,1.5E-20,1.158,16%,4,2E-14,16031.16,16041.16
346127,P68871,9.6E-28,1.5E-20,8.587,16%,4,2E-14,16111.23,16121.37
4933216,P68871,1E-27,1.5E-20,0.5398,15%,4,2.1E-14,16091.24,16101.33
4934092,P68871,1E-27,1.5E-20,9.7,17%,4,2.1E-14,15957.19,15967.18
239598,P51858-1,4.3E-65,1.8E-57,174.4,34%,1,2.2E-14,9369.26,18.02
5006584,P68871,1.1E-27,1.6E-20,2.836,17%,4,2.2E-14,16153.14,16163.18
5484199,Q93052,4.3E-65,1.8E-57,875.9,55%,1,2.2E-14,5177.82,18.02
272273,P69905,1.1E-27,1.7E-20,32.55,13%,4,2.2E-14,15306.79,15316.3
1224712,P68871,1.2E-30,4.8E-23,1.583,17%,4,2.2E-14,15989.15,18.02
4971977,P61769,4.7E-65,2E-57,146.1,35%,1,2.2E-14,11722.78,18.02
305498,P62805,1.2E-27,1.8E-20,2.749,18%,4,2.3E-14,11383.4,11390.32
16363,P0CG47,5.8E-65,2.4E-57,0.9691,48%,4,2.4E-14,8445.57,18.02
525100,P68871,1.2E-27,1.9E-20,12.55,17%,4,2.4E-14,16167.15,16177.21
5415849,P20962,6E-65,2.5E-57,526.4,35%,1,2.4E-14,10889.91,18.02
823492,P68871,4.5E-36,1.9E-28,3.004,17%,4,2.4E-14,15980.19,18.02
4894697,P68871,1.3E-27,2E-20,24.44,15%,4,2.5E-14,15995.15,18.02
3480060,P68871,1.3E-27,2E-20,0.4576,15%,4,2.5E-14,16251.27,16261.52
524700,P68871,1.4E-27,2.1E-20,1.249,11%,4,2.5E-14,16059.19,16069.22
5519678,P68871,1.4E-27,2.1E-20,2.408,14%,4,2.5E-14,16158.19,16168.27
5431226,P69905,8.2E-65,3.4E-57,539.8,33%,1,2.6E-14,14250.39,18.02
69062,P62805,8.1E-65,3.4E-57,503.9,74%,1,2.6E-14,3616.89,3619.16
4927912,P00738-1,1.5E-27,2.2E-20,135.9,13%,1,2.6E-14,15931.63,15941.73
5519633,P68871,1.5E-27,2.2E-20,0.369,14%,4,2.7E-14,16158.19,16168.27
272088,P68871,1.5E-27,2.3E-20,1.761,13%,4,2.7E-14,16500.14,16510.4
5006540,P68871,1.6E-27,2.4E-20,10.6,14%,4,2.8E-14,16066.15,18.02
4933937,P68871,1.7E-27,2.6E-20,36,17%,4,2.9E-14,16108.16,16118.2
4675276,P69905,1.8E-27,2.7E-20,1.249,13%,4,3E-14,15517.8,15527.47
161048,P62280,1.4E-64,5.7E-57,395.9,78%,1,3E-14,5848.22,18.02
5455894,P06748-1,1.4E-64,5.8E-57,759.6,76%,1,3E-14,5213.09,18.02
4894703,P68871,1.8E-27,2.8E-20,1.951,15%,4,3.1E-14,16153.24,16163.41
203567,P68871,1.9E-27,2.9E-20,2.402,14%,4,3.1E-14,16022.2,18.02
1223797,P68871,2E-27,3.1E-20,2.861,14%,4,3.3E-14,16060.15,18.02
272178,P68871,2E-27,3.1E-20,8.772,14%,4,3.3E-14,16120.23,16130.33
4933685,P68871,2.1E-27,3.1E-20,260.1,17%,1,3.3E-14,16075.12,18.02
441629,P69905,2.1E-27,3.2E-20,0.7918,9%,4,3.3E-14,15276.82,15286.32
5452415,P16403,2.1E-64,8.5E-57,0.1931,42%,4,3.4E-14,7086.04,7090.28
8628,Q93079,2.2E-27,3.4E-20,235.5,18%,1,3.4E-14,13794.51,13802.96
67895,Q08AG7,2.3E-27,3.5E-20,759.1,17%,1,3.5E-14,8384.28,8389.59
524934,P68871,2.3E-27,3.6E-20,22.77,12%,4,3.6E-14,16248.12,16258.18
218907,P62805,2.4E-27,3.7E-20,16.14,14%,4,3.6E-14,11383.4,11390.32
304000,Q13510-1,2.9E-64,1.2E-56,721.3,45%,1,3.8E-14,10153.4,18.02
16525,P62805,2.6E-27,3.9E-20,1.761,17%,4,3.8E-14,11383.4,11390.32
310444,P52566,3E-64,1.3E-56,201.5,33%,1,3.8E-14,10781.46,18.02
258989,P68871,2.6E-27,3.9E-20,0.5118,14%,4,3.8E-14,11949.06,11956.59
165827,P39019,3.2E-64,1.3E-56,474.9,43%,1,3.8E-14,7189.83,18.02
2644,P26447,2.7E-27,4.1E-20,54.55,17%,1,3.9E-14,11631.7,11639.36
441856,P68871,2.2E-29,9.1E-22,10.5,16%,4,4E-14,15980.19,18.02
70209,P69905,2.9E-27,4.3E-20,0.7918,15%,4,4.1E-14,15407.86,15417.51
5511511,P20962,4.1E-64,1.7E-56,745.2,65%,1,4.1E-14,5397.1,18.02
4919898,P59665,3E-27,4.5E-20,130,55%,1,4.2E-14,3443.54,18.02
162562,P60709,4.6E-64,1.9E-56,101.4,31%,1,4.2E-14,11537.68,18.02
5431228,P10412,4.9E-64,2E-56,0.6695,53%,4,4.3E-14,7850.46,7855.16
4933182,P68871,3.4E-27,5.2E-20,0.9125,16%,4,4.6E-14,16143.21,18.02
5431280,P22626-1,6.2E-64,2.6E-56,751.1,37%,1,4.6E-14,11032.63,18.02
5519372,P68871,3.5E-27,5.3E-20,1.22,16%,4,4.6E-14,16082.24,16092.37
5475589,Q14195-2,6.9E-64,2.9E-56,578.8,48%,1,4.7E-14,6856.65,18.02
5518311,P68871,3.6E-27,5.5E-20,0.7533,16%,4,4.8E-14,16204.21,18.02
5428758,P68871,3.7E-27,5.6E-20,7.08,15%,4,4.8E-14,16194.29,16204.51
12557,P18077,3.7E-27,5.6E-20,39.8,17%,4,4.8E-14,12454.76,12462.55
5518416,P68871,3.8E-27,5.7E-20,14.55,15%,4,4.8E-14,16064.21,18.02
5006683,P68871,3.9E-27,6E-20,0.1047,12%,4,5E-14,16383.21,16393.47
272115,P68871,3.9E-27,6E-20,16.02,12%,4,5E-14,16344.26,16354.54
536909,P68871,4E-27,6.1E-20,0.395,16%,4,5E-14,16166.26,16176.45
73899,P01011-1,9E-64,3.7E-56,563.7,62%,1,5.1E-14,4622.49,18.02
5006583,P68871,4.1E-27,6.3E-20,7.907,16%,4,5.1E-14,16069.22,18.02
325920,P02511,4.4E-27,6.7E-20,432.4,9%,1,5.4E-14,20188.43,20200.95
6904,P46779-1,4.5E-27,6.8E-20,467.5,13%,1,5.4E-14,15648.64,15658.35
3481764,P68871,4.5E-27,6.8E-20,1.761,16%,4,5.4E-14,12030.01,12037.55
5519329,P68871,4.7E-27,7.2E-20,0.7693,16%,4,5.6E-14,16102.16,18.02
527988,P68871,4.8E-27,7.4E-20,0.08778,13%,4,5.7E-14,16303.24,16313.49
4675377,P68871,4.9E-27,7.5E-20,0.9294,16%,4,5.8E-14,16152.28,16162.47
514789,P06748-1,1.5E-63,6.1E-56,926.3,74%,1,5.9E-14,5000.94,18.02
77583,P00918,1.6E-63,6.5E-56,415.4,66%,1,6E-14,5243.73,18.02
441719,P68871,5.2E-27,8E-20,31.3,13%,4,6E-14,16542.15,16552.44
5350259,P60709,1.6E-63,6.7E-56,16.4,33%,4,6E-14,11327.51,18.02
415515,P62805,5.5E-27,8.4E-20,2.766,20%,4,6.2E-14,11355.41,11362.31
3481780,P68871,5.7E-27,8.6E-20,1.569,15%,4,6.3E-14,16246.22,18.02
305455,P62805,6.2E-27,9.4E-20,71.03,20%,1,6.7E-14,11327.41,11334.29
18588,P24844-1,6.6E-27,1E-19,463.2,11%,1,7E-14,19683.41,19695.99
5006914,P68871,6.7E-27,1E-19,0.6039,14%,4,7E-14,16073.17,16083.2
4894709,P68871,6.9E-27,1.1E-19,2.924,14%,4,7.2E-14,16028.2,18.02
5518278,P68871,7.1E-27,1.1E-19,0.68,16%,4,7.3E-14,16228.19,16238.35
5519550,P68871,7.1E-27,1.1E-19,0.5472,16%,4,7.3E-14,16242.17,16252.33
4933983,P68871,7.1E-27,1.1E-19,2.021,16%,4,7.3E-14,16251.17,16261.29
4934137,P68871,7.6E-27,1.2E-19,1.459,14%,4,7.6E-14,16102.16,16112.2
5519197,P68871,7.6E-27,1.2E-19,0.3158,14%,4,7.6E-14,16111.13,16121.14
5511514,P20962,4.5E-63,1.9E-55,554.7,56%,1,8.2E-14,6994.99,18.02
346245,P69905,2E-27,8.1E-20,1.249,18%,4,8.3E-14,15357.87,18.02
5519663,P68871,8.8E-27,1.3E-19,4.62,17%,4,8.4E-14,16028.19,16038.22
4894689,P68871,2E-28,8.3E-21,15,15%,4,8.6E-14,16024.14,18.02
259039,P68871,9.3E-27,1.4E-19,10.65,15%,4,8.7E-14,16082.24,16092.37
169491,P68871,9.4E-27,1.4E-19,2.316,15%,4,8.7E-14,16190.23,16200.41
4933958,P68871,9.4E-27,1.4E-19,2.441,15%,4,8.7E-14,16194.29,16204.51
435309,Q16555-1,5.8E-63,2.4E-55,739.8,49%,1,8.9E-14,7824.14,18.02
441690,P68871,1E-26,1.6E-19,0.9691,9%,4,9.2E-14,15966.21,15976.2
5518255,P68871,1E-26,1.6E-19,0.3767,14%,4,9.2E-14,16073.17,18.02
524858,P68871,1E-26,1.6E-19,0.4576,9%,4,9.2E-14,15979.23,15989.24
4934123,P68871,1.1E-26,1.7E-19,2.761,15%,4,9.6E-14,16079.17,16089.2
4933154,P68871,1.1E-26,1.7E-19,26.29,15%,4,9.6E-14,16041.22,18.02
4661451,P68871,1.2E-26,1.8E-19,1.73,15%,4,1E-13,16116.18,18.02
4933214,P68871,1.2E-26,1.8E-19,3.01,14%,4,1E-13,16037.16,18.02
4933144,P68871,8.7E-27,1.9E-19,7.871,15%,4,1E-13,15986.18,18.02
514637,P68871,1.8E-33,7.3E-26,2.961,16%,4,1E-13,16181.27,18.02
4933473,P68871,1.3E-26,1.9E-19,356,14%,1,1.1E-13,16104.11,16114.1
55384,P08727,1E-62,4.3E-55,632.7,33%,1,1.1E-13,12697.46,18.02
70294,P02042,1.3E-26,2E-19,77.09,14%,1,1.1E-13,15956.26,15966.33
226004,P30101,1.2E-62,4.9E-55,743.7,49%,1,1.1E-13,6748.61,18.02
69025,P60709,1.2E-62,4.8E-55,720.7,44%,1,1.1E-13,8671.46,18.02
68958,P68871,1.3E-62,5.4E-55,776.1,53%,1,1.1E-13,6643.45,18.02
4934199,P68871,1.4E-26,2.1E-19,182.7,14%,1,1.1E-13,16312.21,16322.43
420152,P19338,1.4E-62,5.8E-55,907.1,50%,1,1.1E-13,7782.15,18.02
14301,P06454-2,1.5E-26,2.2E-19,271.4,17%,1,1.2E-13,12150.95,12157.93
4657194,P68871,1.5E-26,2.3E-19,2.93,14%,4,1.2E-13,16092.24,16102.32
5431279,P00352,1.6E-62,6.7E-55,460.7,76%,1,1.2E-13,3876.91,18.02
5518142,P68871,1.6E-26,2.4E-19,1.149,16%,4,1.2E-13,16073.17,16083.2
4997033,P0DP24,1.6E-26,2.4E-19,102.6,16%,1,1.2E-13,16748.81,16759.46
4934126,P68871,1.6E-26,2.5E-19,12.64,15%,4,1.2E-13,16108.16,16118.2
4934020,P68871,1.6E-26,2.5E-19,32.83,15%,4,1.2E-13,16117.13,16127.14
5412162,P68871,1.6E-26,2.5E-19,2.863,15%,4,1.2E-13,16158.19,16168.27
4934042,P68871,1.7E-26,2.5E-19,1.258,16%,4,1.2E-13,16153.24,16163.41
70241,P68871,1.7E-26,2.5E-19,4.451,16%,4,1.3E-13,16171.31,18.02
466392,P68871,1.7E-26,2.5E-19,4.019,16%,4,1.3E-13,16162.2,16172.35
4894733,P0DP23,1.7E-26,2.7E-19,1.75,15%,4,1.3E-13,16783.79,16794.4
4933914,P68871,1.8E-26,2.7E-19,3.007,11%,4,1.3E-13,16459.12,16469.35
4902235,P68871,1.8E-26,2.7E-19,0.1259,11%,4,1.3E-13,16280.17,16290.29
4902189,P68871,1.8E-26,2.7E-19,29.68,14%,4,1.3E-13,16472.14,16482.39
524872,P68871,1.8E-26,2.7E-19,1.359,12%,4,1.3E-13,16242.21,16252.35
18976,Q9H4G4,1.8E-26,2.7E-19,490.2,14%,1,1.3E-13,17286.68,17297.47
5431223,P62805,2.6E-62,1.1E-54,612.2,32%,1,1.4E-13,10772.1,10778.66
4934081,P68871,2E-26,3E-19,1.414,12%,4,1.4E-13,16229.15,16239.29
4934028,P68871,2.1E-26,3.2E-19,11.29,15%,4,1.4E-13,16070.21,16080.26
5428750,P68871,3.9E-31,1.6E-23,1.678,17%,4,1.4E-13,16087.19,18.02
5505952,P62805,3.3E-62,1.4E-54,0.2996,31%,4,1.5E-13,10216.75,10222.98
16425,P56381,3.4E-62,1.4E-54,586,59%,1,1.5E-13,5311.9,18.02
390000,P62805,2.2E-26,3.3E-19,4.893,16%,4,1.5E-13,11355.41,11362.31
5519667,P68871,2.4E-26,3.7E-19,0.3471,14%,4,1.6E-13,16251.17,16261.29
5518945,P68871,2.5E-26,3.7E-19,0.3565,15%,4,1.6E-13,16073.17,16083.2
5519515,P68871,2.6E-26,4E-19,0.5015,14%,4,1.7E-13,16195.15,16205.22
4934273,P68871,2.6E-26,4E-19,1.514,14%,4,1.7E-13,16224.14,16234.22
346439,P69905,2.7E-26,4.2E-19,0.58,11%,4,1.7E-13,15440.8,15450.38
22246,Q6FI13,2.8E-26,4.3E-19,355.6,16%,1,1.7E-13,14011.88,14020.37
5519480,P68871,3.1E-26,4.7E-19,0.8633,16%,4,1.8E-13,16102.16,16112.2
259035,P68871,3.1E-26,4.7E-19,465.2,13%,1,1.9E-13,16543.14,16553.43
267997,P68871,3.1E-26,4.8E-19,0.3002,12%,4,1.9E-13,16153.14,16163.18
5518859,P68871,3.2E-26,4.8E-19,2.906,16%,4,1.9E-13,16177.21,16187.37
417590,P68871,3.4E-26,5.2E-19,10.77,15%,4,2E-13,15989.15,15999.12
5446133,P04406-1,9.6E-62,4E-54,652.1,65%,1,2E-13,5780.9,18.02
4927910,P00738-1,3.5E-26,5.3E-19,101.7,13%,1,2E-13,15933.64,15943.75
5537451,P00915,1.1E-61,4.5E-54,597.2,27%,1,2.1E-13,14552.91,18.02
5519551,P68871,3.7E-26,5.6E-19,0.4575,10%,4,2.1E-13,16223.18,16233.28
524984,P68871,3.7E-26,5.6E-19,1.247,12%,4,2.1E-13,16063.25,16073.32
272230,P68871,3.8E-26,5.7E-19,23.82,17%,4,2.1E-13,16195.15,16205.22
1817762,P68871,3.9E-26,5.9E-19,0.5116,16%,4,2.1E-13,11949.09,11956.63
4933987,P68871,3.9E-26,5.9E-19,0.7923,12%,4,2.1E-13,16501.13,16511.39
15296,Q08AG7,3.9E-26,6E-19,898.8,16%,1,2.2E-13,8354.27,8359.57
4933897,P68871,4E-26,6.1E-19,74.63,16%,1,2.2E-13,16150.17,16160.24
7375,P62805,4E-26,6.1E-19,2.939,21%,4,2.2E-13,11327.38,11334.26
69019,P69905,4.1E-26,6.2E-19,0.5799,13%,4,2.2E-13,15399.88,15409.55
170657,P68871,9.6E-28,4E-20,7.574,15%,4,2.2E-13,16124.25,18.02
3736835,P19338,1.6E-61,6.4E-54,1307,62%,1,2.3E-13,6759.53,18.02
530335,P68871,4.9E-26,7.4E-19,0.2421,14%,4,2.5E-13,16162.2,16172.35
12465,P62805,5E-26,7.7E-19,1.751,17%,4,2.5E-13,11313.36,11320.23
5519523,P68871,5.3E-26,8E-19,2.318,17%,4,2.6E-13,16102.16,16112.2
5519745,P68871,5.4E-26,8.3E-19,0.7536,17%,4,2.7E-13,16213.22,16223.35
4907323,P84077,5.4E-26,8.3E-19,510.1,12%,1,2.7E-13,20778.83,20791.94
4894712,P68871,5.4E-26,8.2E-19,27.89,17%,4,2.7E-13,16117.13,18.02
522442,P10412,2.7E-61,1.1E-53,0.1931,45%,4,2.7E-13,5859.31,5862.81
272212,P68871,5.8E-26,8.8E-19,2.946,12%,4,2.8E-13,16120.23,16130.33
5519572,P68871,5.8E-26,8.8E-19,0.3718,12%,4,2.8E-13,16111.13,16121.14
3379768,P06748-1,3.3E-61,1.3E-53,670.1,74%,1,2.9E-13,5053.08,18.02
4657169,P68871,6.4E-26,9.7E-19,0.512,15%,4,2.9E-13,11824.01,11831.45
