PFR,Accession,P-score,E-value,C-score,% Cleavages,Proteoform Level,Q-value,Mono Mass,Avg Mass
476384,P68431,1.6E-23,2.5E-16,0.3074,14%,4,3.7E-14,15347.54,15357.05
5771904,Q71DI3,1.7E-23,2.5E-16,0.07595,14%,4,3.8E-14,15429.6,15439.1
4992175,Q71DI3,1.7E-23,2.6E-16,0.02996,15%,4,3.8E-14,15359.52,15368.96
5768834,P68431,2E-23,3E-16,0.1239,16%,4,4.3E-14,15333.48,15342.99
452870,P17661,7.5E-62,3.1E-54,887.8,61%,1,4.4E-14,5322.69,18.02
323122,P84243,2.1E-23,3.1E-16,0.143,13%,4,4.4E-14,15257.54,15266.85
5737339,P68104-1,8.6E-62,3.5E-54,258.5,66%,1,4.6E-14,3945.16,18.02
5789969,P84243,2.3E-23,3.6E-16,0.06072,14%,4,4.9E-14,15355.54,15364.93
424963,P84243,2.3E-23,3.6E-16,0.07678,13%,4,4.9E-14,15299.59,15308.93
5771636,P84243,2.4E-23,3.7E-16,0.1236,14%,4,5E-14,15285.57,15294.91
389794,Q71DI3,2.5E-23,3.8E-16,0.9074,15%,4,5.1E-14,15303.49,15312.9
4901599,P00441,2.7E-23,4.1E-16,43.62,15%,1,5.4E-14,15866.85,15876.58
3008339,P84243,2.7E-23,4.1E-16,0.01445,13%,4,5.4E-14,15313.6,15322.97
422263,P68431,2.8E-23,4.2E-16,0.207,16%,4,5.5E-14,15375.5,15385.02
426047,P84243,2.8E-23,4.3E-16,0.05839,14%,4,5.5E-14,15313.6,15322.97
217625,P84243,2.8E-23,4.3E-16,0.7609,13%,4,5.6E-14,15229.51,15238.8
5789978,P84243,2.9E-23,4.4E-16,0.04144,15%,4,5.7E-14,15397.55,15406.96
426963,P84243,3E-23,4.5E-16,0.05434,14%,4,5.7E-14,15285.57,15294.91
416648,P68431,3E-23,4.6E-16,0.068,16%,4,5.8E-14,15361.55,15371.09
5789937,P84243,3E-23,4.6E-16,0.09795,14%,4,5.8E-14,15313.57,15322.92
4991445,Q71DI3,3.1E-23,4.8E-16,0.005725,13%,4,6E-14,15359.55,15369.02
19638,Q8WYQ3,3.2E-23,4.9E-16,1842,7%,1,6.1E-14,14008.77,14017.74
5739074,Q16777,2.6E-61,1.1E-53,887.9,50%,1,6.4E-14,5619.28,5622.69
3008097,P84243,3.4E-23,5.2E-16,0.1822,15%,4,6.4E-14,15285.54,15294.87
1639130,P68431,3.5E-23,5.3E-16,0.04082,16%,4,6.4E-14,15375.53,15385.06
4992207,Q71DI3,3.5E-23,5.3E-16,0.0465,16%,4,6.4E-14,15359.55,15369.02
5756585,Q12864,3.9E-61,1.6E-53,1014,51%,1,7.1E-14,6061.49,18.02
1641,P68036-1,4E-23,6E-16,448.8,12%,1,7.1E-14,17761.21,17772.43
4918045,P00441,4.1E-23,6.2E-16,302.5,14%,1,7.2E-14,15834.86,15844.57
5038974,P84243,4.2E-23,6.4E-16,0.008192,12%,4,7.4E-14,15341.6,15350.97
443325,Q71DI3,4.2E-23,6.4E-16,0.02394,16%,4,7.4E-14,15359.59,15369.05
389366,P84243,4.2E-23,6.4E-16,0.008193,12%,4,7.4E-14,15341.63,15351.02
278699,P04908,4.7E-61,1.9E-53,0.5115,60%,4,7.4E-14,6011.49,6015.11
480687,Q71DI3,4.4E-23,6.7E-16,0.358,13%,4,7.6E-14,15317.54,15326.96
1638992,P68431,4.4E-23,6.7E-16,0.358,13%,4,7.6E-14,15333.52,15343.02
418711,P68431,4.5E-23,6.8E-16,0.03998,14%,4,7.7E-14,15417.54,15427.11
5067011,O14558,4.6E-23,7E-16,667.8,11%,1,7.9E-14,17183.02,17193.68
389078,P68431,4.6E-23,7E-16,0.2234,14%,4,7.9E-14,15361.55,15371.09
3008312,P84243,5.2E-23,7.9E-16,0.3319,14%,4,8.6E-14,15271.52,15280.84
4991762,Q71DI3,5.2E-23,7.9E-16,0.03589,15%,4,8.6E-14,15373.61,15383.08
203681,P05787-1,8.4E-61,3.5E-53,574.9,62%,1,8.8E-14,4974.51,18.02
480615,Q71DI3,5.6E-23,8.5E-16,0.09259,14%,4,9E-14,15359.59,15369.06
5184864,P06733-1,1E-60,4.3E-53,3.01,51%,4,9.3E-14,6265.26,18.02
5768880,Q71DI3,5.8E-23,8.9E-16,1.343,16%,4,9.4E-14,15359.55,15369
516532,P26678,6E-23,9.1E-16,3.01,24%,4,9.6E-14,6226.37,6230.6
14007,P68431,6.5E-23,9.9E-16,0.7664,14%,4,1E-13,15291.47,15300.94
5038445,P84243,6.6E-23,1E-15,0.04557,15%,4,1E-13,15271.56,15280.88
5689057,P84243,6.7E-23,1E-15,0.2978,16%,4,1E-13,15397.55,15406.96
425619,P84243,6.8E-23,1E-15,1.179,17%,4,1E-13,15243.52,15252.83
949306,P84243,7E-23,1.1E-15,0.02148,16%,4,1.1E-13,15341.53,15350.89
239477,P30086,2.1E-60,8.6E-53,657,49%,1,1.1E-13,5320.69,18.02
392119,Q71DI3,7.7E-23,1.2E-15,0.2389,13%,4,1.1E-13,15345.5,15354.94
1427,P16104,7.8E-23,1.2E-15,612,12%,1,1.2E-13,15046.38,15055.42
1639140,P68431,7.9E-23,1.2E-15,0.002796,15%,4,1.2E-13,15403.6,15413.17
225768,P08670,2.8E-60,1.2E-52,393.5,74%,1,1.2E-13,3885.88,18.02
18619,P61626,8.7E-23,1.3E-15,535.3,12%,1,1.3E-13,14691.15,14700.67
389095,P68431,8.9E-23,1.4E-15,0.1466,13%,4,1.3E-13,15347.5,15357.01
2534007,Q71DI3,9E-23,1.4E-15,0.004752,13%,4,1.3E-13,15359.59,15369.05
2480312,P68431,9.1E-23,1.4E-15,0.002796,13%,4,1.3E-13,15403.53,15413.08
44517,O60575,9.1E-23,1.4E-15,623.1,19%,1,1.3E-13,6692.17,6696.87
2480597,P68431,9.1E-23,1.4E-15,0.002801,13%,4,1.3E-13,15403.6,15413.17
2999234,P68431,9.5E-23,1.4E-15,0.02183,17%,4,1.3E-13,15403.53,15413.09
15632,Q8NFU3-1,1E-22,1.5E-15,681.4,11%,1,1.4E-13,12433.37,12441.1
1301620,P84243,1E-22,1.6E-15,0.5433,16%,4,1.4E-13,15257.5,15266.82
4901151,P68431,1.1E-22,1.6E-15,0.09573,12%,4,1.4E-13,15375.57,15385.12
415898,Q71DI3,1.1E-22,1.6E-15,0.08402,14%,4,1.4E-13,15345.5,15354.94
452858,P17661,5.1E-60,2.1E-52,892.9,43%,1,1.5E-13,6000.01,18.02
1638976,P68431,1.1E-22,1.7E-15,0.06836,14%,4,1.5E-13,15333.52,15343.02
7880,P68431,1.1E-22,1.7E-15,0.2476,16%,4,1.5E-13,15333.52,15343.02
479529,P68431,1.1E-22,1.7E-15,0.04245,14%,4,1.5E-13,15319.51,15328.99
169956,P68431,1.1E-22,1.7E-15,0.07938,14%,4,1.5E-13,15319.51,15329.01
392135,P68431,1.2E-22,1.8E-15,0.01391,15%,4,1.5E-13,15445.61,15455.2
389338,P84243,1.3E-22,1.9E-15,0.1521,16%,4,1.6E-13,15285.57,15294.9
418424,Q71DI3,1.3E-22,2E-15,0.001773,13%,4,1.7E-13,15415.65,15425.16
2534042,Q71DI3,1.4E-22,2.1E-15,0.005431,12%,4,1.7E-13,15373.57,15383.04
416656,P68431,1.4E-22,2.1E-15,0.01501,12%,4,1.7E-13,15389.55,15399.1
422502,Q71DI3,1.4E-22,2.1E-15,0.01505,12%,4,1.7E-13,15359.55,15369.01
424949,P84243,1.4E-22,2.2E-15,0.08034,14%,4,1.8E-13,15299.59,15308.93
427137,P68431,1.5E-22,2.3E-15,0.002805,13%,4,1.9E-13,15403.6,15413.17
5039373,P84243,1.5E-22,2.3E-15,0.4211,16%,4,1.9E-13,15271.56,15280.88
389019,P68431,1.5E-22,2.3E-15,0.7622,14%,4,1.9E-13,15361.52,15371.03
427593,Q71DI3,1.5E-22,2.3E-15,0.7883,14%,4,1.9E-13,15345.54,15354.97
1242,P02792,1.6E-22,2.4E-15,423.3,12%,1,1.9E-13,19918.07,19930.52
534205,P84243,1.6E-22,2.4E-15,0.005524,13%,4,1.9E-13,15285.5,15294.83
388965,P68431,1.6E-22,2.5E-15,0.1658,16%,4,2E-13,15347.54,15357.06
416524,Q71DI3,1.6E-22,2.5E-15,0.0746,16%,4,2E-13,15359.59,15369.05
4933455,P68871,1.7E-22,2.5E-15,65.15,13%,1,2E-13,15915.18,15925.14
389073,P68431,1.7E-22,2.5E-15,0.1159,16%,4,2E-13,15361.48,15371
2863,P62942,1.7E-22,2.6E-15,489.8,16%,1,2E-13,11812.04,11819.51
168198,P05787-1,1.4E-59,5.6E-52,865.6,89%,1,2E-13,2153.16,18.02
949346,P84243,1.7E-22,2.6E-15,0.0728,13%,4,2E-13,15299.51,15308.85
4894176,P68871,1.9E-22,2.9E-15,12.07,13%,4,2.1E-13,15877.23,15887.2
1639041,P68431,1.9E-22,2.9E-15,0.02996,14%,4,2.2E-13,15347.54,15357.04
5038884,P84243,2E-22,3E-15,0.05414,14%,4,2.2E-13,15299.55,15308.9
5789961,P84243,2E-22,3E-15,0.05323,14%,4,2.2E-13,15313.57,15322.93
5771777,Q71DI3,2E-22,3E-15,0.1778,13%,4,2.2E-13,15373.53,15382.99
5736762,P68104-1,2.1E-59,8.5E-52,1022,55%,1,2.2E-13,4477.59,18.02
479540,P68431,2E-22,3.1E-15,0.156,13%,4,2.2E-13,15347.54,15357.07
171312,Q9BTM1,2.2E-22,3.3E-15,348.9,16%,1,2.4E-13,13935.91,13944.29
240064,P08727,2.9E-59,1.2E-51,1208,45%,1,2.5E-13,5150.55,18.02
389025,P68431,2.3E-22,3.5E-15,0.04404,14%,4,2.5E-13,15403.6,15413.17
5738872,P0C0S8,3.1E-59,1.3E-51,0,53%,4,2.5E-13,5798.36,5801.87
494765,P68431,2.5E-22,3.8E-15,0.03419,13%,4,2.6E-13,15403.49,15413.04
3008170,P84243,2.6E-22,3.9E-15,0.07949,13%,4,2.7E-13,15285.5,15294.83
534262,Q71DI3,2.7E-22,4.1E-15,0.783,13%,4,2.8E-13,15289.51,15298.91
424948,P84243,2.7E-22,4.1E-15,0.02248,13%,4,2.8E-13,15299.51,15308.85
7093,Q71DI3,2.7E-22,4.1E-15,0.783,13%,4,2.8E-13,15289.51,15298.92
423049,P84243,2.7E-22,4.2E-15,0.08026,11%,4,2.8E-13,15271.52,15280.84
495181,P84243,2.8E-22,4.3E-15,0.01049,13%,4,2.8E-13,15299.51,15308.85
13745,Q71DI3,2.8E-22,4.3E-15,6.146,13%,4,2.9E-13,15275.5,15284.88
2480599,P68431,2.9E-22,4.3E-15,0.05614,13%,4,2.9E-13,15361.52,15371.03
5737343,P17661,5.3E-59,2.2E-51,789.8,43%,1,2.9E-13,4776.41,18.02
186612,P08727,5.2E-59,2.2E-51,1146,48%,1,2.9E-13,5051.48,18.02
424960,P84243,2.9E-22,4.4E-15,0.0681,14%,4,2.9E-13,15313.53,15322.88
1301645,P84243,3E-22,4.6E-15,0.03669,14%,4,3E-13,15299.51,15308.85
4993355,P68431,3E-22,4.6E-15,0.5681,13%,4,3E-13,15347.5,15357.02
416682,Q71DI3,3E-22,4.6E-15,0.5554,13%,4,3E-13,15331.52,15340.96
5038347,P84243,3.1E-22,4.7E-15,0.04766,13%,4,3E-13,15299.59,15308.93
534559,P84243,3.2E-22,4.8E-15,0.05579,13%,4,3.1E-13,15369.56,15378.94
5039187,P84243,3.2E-22,4.9E-15,0.07889,16%,4,3.1E-13,15341.56,15350.94
8119,P62805,3.2E-22,4.9E-15,9.437,12%,4,3.1E-13,11313.36,11320.23
425559,P68431,3.2E-22,4.9E-15,0.0966,16%,4,3.1E-13,15333.48,15342.99
389399,P84243,3.3E-22,5E-15,0.03792,14%,4,3.2E-13,15355.58,15364.96
2533939,Q71DI3,3.4E-22,5.1E-15,0.116,14%,4,3.2E-13,15373.5,15382.95
73398,P60709,9.4E-59,3.9E-51,1034,73%,1,3.4E-13,4314.12,18.02
422219,P68431,3.7E-22,5.6E-15,0.08739,14%,4,3.5E-13,15375.57,15385.12
392033,P68431,3.8E-22,5.8E-15,0.04236,14%,4,3.5E-13,15361.52,15371.03
389842,Q71DI3,3.9E-22,5.9E-15,0.1163,14%,4,3.6E-13,15345.5,15354.94
5771638,P84243,4.1E-22,6.2E-15,0.02145,13%,4,3.7E-13,15411.6,15421.02
5768835,P68431,4.5E-22,6.8E-15,0.5181,16%,4,4E-13,15375.53,15385.06
32209,Q9UII2-1,1.7E-58,6.9E-51,663.8,50%,1,4.1E-13,6137.31,18.02
442528,P84243,4.7E-22,7.1E-15,0.1274,12%,4,4.1E-13,15271.56,15280.88
5038183,P84243,4.9E-22,7.5E-15,0.103,14%,4,4.3E-13,15313.53,15322.89
5771561,Q71DI3,5.1E-22,7.8E-15,0.1515,13%,4,4.4E-13,15359.55,15369
4933273,P68871,5.3E-22,8.1E-15,3.01,14%,4,4.5E-13,15915.18,15925.14
5736763,P60709,2.8E-58,1.2E-50,787.5,69%,1,4.7E-13,4987.48,18.02
5757217,P00338-1,2.8E-58,1.1E-50,0.9691,38%,4,4.7E-13,7667.99,18.02
418707,P84243,5.7E-22,8.6E-15,0.125,13%,4,4.8E-13,15439.6,15449.04
389275,P84243,6E-22,9.2E-15,0.1173,12%,4,5E-13,15327.62,15336.98
389413,P84243,6E-22,9.2E-15,0.05845,13%,4,5E-13,15341.63,15351.02
3009841,Q71DI3,6.2E-22,9.4E-15,0.008585,13%,4,5.1E-13,15443.54,15453.04
417216,P84243,6.9E-22,1E-14,0.2355,13%,4,5.5E-13,15411.57,15420.98
641076,P84243,7.4E-22,1.1E-14,0.7059,15%,4,5.8E-13,15285.54,15294.87
2529978,P84243,7.5E-22,1.1E-14,0.07066,12%,4,5.8E-13,15285.54,15294.87
170266,Q71DI3,7.5E-22,1.1E-14,0.2658,12%,4,5.8E-13,15331.49,15340.91
901801,P84243,7.6E-22,1.2E-14,0.008609,13%,4,5.9E-13,15285.57,15294.91
946634,Q71DI3,7.7E-22,1.2E-14,0.1957,15%,4,5.9E-13,15359.52,15368.96
170283,Q71DI3,7.7E-22,1.2E-14,0.3465,16%,4,5.9E-13,15317.51,15326.92
1642743,Q71DI3,8E-22,1.2E-14,0.0316,13%,4,6.1E-13,15359.55,15369
272391,P07148,8.1E-22,1.2E-14,1116,10%,1,6.1E-13,14098.38,14107.22
389419,P84243,8.1E-22,1.2E-14,0.1234,15%,4,6.1E-13,15299.51,15308.86
272483,P02792,8.2E-22,1.2E-14,285.1,12%,1,6.1E-13,19930.11,19942.58
470887,P84243,8.1E-22,1.2E-14,0.1228,15%,4,6.2E-13,15313.53,15322.89
170438,P68431,8.4E-22,1.3E-14,0.07903,13%,4,6.3E-13,15319.51,15329.01
901767,P84243,8.5E-22,1.3E-14,0.8959,16%,4,6.3E-13,15271.56,15280.88
1643907,P84243,8.8E-22,1.3E-14,0.1454,14%,4,6.5E-13,15271.52,15280.84
31683,P05787-1,8.4E-58,3.5E-50,833,70%,1,6.5E-13,3357.86,18.02
4894175,P68871,9E-22,1.4E-14,1.761,13%,4,6.6E-13,15906.22,15916.2
1086,P62316-1,9.1E-22,1.4E-14,672.7,13%,1,6.6E-13,13429.2,13437.72
272386,P07148,9.1E-22,1.4E-14,12.38,13%,4,6.6E-13,14160.34,14169.19
417515,P84243,9.2E-22,1.4E-14,0.01712,14%,4,6.6E-13,15425.58,15435.01
5688839,P84243,9.2E-22,1.4E-14,0.03367,14%,4,6.7E-13,15425.66,15435.1
5692774,Q99497,1E-57,4.1E-50,757.9,55%,1,6.7E-13,5079.76,18.02
422572,Q71DI3,9.5E-22,1.4E-14,0.09202,15%,4,6.8E-13,15345.54,15354.99
47512,P00441,9.6E-22,1.5E-14,12.08,13%,4,6.9E-13,15878.88,15888.63
4901600,P00441,9.6E-22,1.5E-14,261.9,13%,1,6.9E-13,15908.86,15918.62
389980,P62805,9.9E-22,1.5E-14,3.01,11%,4,7E-13,11341.39,11348.29
23201,P10412,1.2E-57,4.9E-50,0.6695,59%,4,7E-13,4284.76,4287.39
12699,P68431,1E-21,1.5E-14,0.7413,13%,4,7.1E-13,15291.47,15300.94
390086,P68431,1E-21,1.5E-14,0.8751,13%,4,7.1E-13,15333.52,15343.03
389008,P68431,1E-21,1.5E-14,0.07452,14%,4,7.1E-13,15375.57,15385.12
388988,P68431,1E-21,1.6E-14,0.251,15%,4,7.2E-13,15361.48,15371
389416,P84243,1.1E-21,1.6E-14,0.09297,13%,4,7.3E-13,15285.5,15294.83
12393,P14927-1,1.1E-21,1.7E-14,34.78,14%,4,7.5E-13,13432.95,13441.3
390110,P68431,1.1E-21,1.7E-14,0.003435,16%,4,7.6E-13,15389.58,15399.14
12311,Q7L7L0,1.1E-21,1.7E-14,24.49,15%,4,7.8E-13,14023.9,14032.32
4991861,Q71DI3,1.2E-21,1.8E-14,0.005984,16%,4,7.9E-13,15401.64,15411.13
297088,P84243,1.4E-21,2.1E-14,0.09442,14%,4,8.8E-13,15271.56,15280.88
225951,Q01995,2.5E-57,1.1E-49,1006,57%,1,8.8E-13,3226.66,18.02
5039214,P84243,1.5E-21,2.3E-14,0.002395,13%,4,9.5E-13,15341.6,15350.96
5687049,P68431,1.6E-21,2.4E-14,0.001947,13%,4,9.8E-13,15445.57,15455.17
5398780,P68431,1.6E-21,2.4E-14,1.289,15%,4,9.8E-13,15347.5,15357.01
416520,Q71DI3,1.6E-21,2.5E-14,0.07661,13%,4,1E-12,15373.61,15383.08
398257,P08670,3.9E-57,1.6E-49,386.2,79%,1,1E-12,3139.49,18.02
480585,Q71DI3,1.6E-21,2.5E-14,0.1032,13%,4,1E-12,15359.55,15369
5737344,P05783,4E-57,1.7E-49,1460,53%,1,1E-12,4017.01,18.02
60524,O60814,4.8E-57,2E-49,498,68%,1,1.1E-12,4154.31,4156.79
4901336,P68431,1.7E-21,2.6E-14,0.07115,13%,4,1.1E-12,15515.54,15525.18
5771906,Q71DI3,1.7E-21,2.6E-14,0.009575,13%,4,1.1E-12,15485.62,15495.18
946639,Q71DI3,1.7E-21,2.6E-14,0.01166,13%,4,1.1E-12,15471.53,15481.06
392035,P68431,1.8E-21,2.7E-14,0.3848,11%,4,1.1E-12,15487.51,15497.12
1639037,P68431,1.8E-21,2.7E-14,0.3445,13%,4,1.1E-12,15347.54,15357.04
949394,P84243,1.8E-21,2.7E-14,0.04953,14%,4,1.1E-12,15341.56,15350.93
1338,P07741-1,1.8E-21,2.7E-14,208.3,10%,1,1.1E-12,19506.4,19518.62
5756586,Q12864,5.4E-57,2.2E-49,1035,43%,1,1.1E-12,5964.43,18.02
4894386,P68871,1.8E-21,2.8E-14,1.761,13%,4,1.1E-12,15944.17,15954.14
425056,Q71DI3,1.9E-21,2.9E-14,0.9185,12%,4,1.1E-12,15303.53,15312.94
170215,Q71DI3,1.9E-21,2.9E-14,5.301,14%,4,1.1E-12,15289.51,15298.91
480651,Q71DI3,2E-21,3E-14,0.08277,13%,4,1.1E-12,15317.54,15326.97
5039104,P84243,2E-21,3E-14,0.1425,14%,4,1.1E-12,15299.51,15308.86
390091,P68431,2E-21,3E-14,0.07579,15%,4,1.2E-12,15361.48,15371
424939,P84243,2E-21,3E-14,0.02536,14%,4,1.2E-12,15285.57,15294.91
8057,P84243,2E-21,3E-14,0.3259,14%,4,1.2E-12,15271.56,15280.88
5771779,P68431,2E-21,3.1E-14,0.04818,16%,4,1.2E-12,15417.54,15427.12
162251,Q8WU39-1,2E-21,3.1E-14,556.5,10%,1,1.2E-12,18425.87,18437.57
7135,Q71DI3,2.1E-21,3.2E-14,0.2628,14%,4,1.2E-12,15303.53,15312.95
5396156,P68431,2.1E-21,3.2E-14,0.04455,16%,4,1.2E-12,15389.55,15399.1
224681,P68871,2.2E-21,3.3E-14,2.937,11%,4,1.2E-12,15909.18,15919.14
946616,Q71DI3,2.2E-21,3.4E-14,0.06315,15%,4,1.2E-12,15331.52,15340.95
3180,P68431,2.2E-21,3.4E-14,0.04552,14%,4,1.2E-12,15347.5,15357.02
946620,Q71DI3,2.2E-21,3.4E-14,0.03721,13%,4,1.2E-12,15401.53,15411
4914514,Q01523,2.3E-21,3.5E-14,1.761,16%,4,1.3E-12,8099.8,8104.91
605703,Q71DI3,2.3E-21,3.5E-14,0.02319,15%,4,1.3E-12,15359.59,15369.05
476379,P68431,2.3E-21,3.5E-14,0.1328,16%,4,1.3E-12,15333.52,15343.02
415616,P68431,2.3E-21,3.5E-14,0.1329,16%,4,1.3E-12,15333.52,15343.03
415520,P68431,2.4E-21,3.6E-14,0.02636,15%,4,1.3E-12,15375.5,15385.02
641472,P84243,2.4E-21,3.6E-14,0.0235,13%,4,1.3E-12,15313.57,15322.91
946508,Q71DI3,2.4E-21,3.6E-14,0.1266,15%,4,1.3E-12,15359.55,15369.02
5771907,Q71DI3,2.4E-21,3.7E-14,0.08702,11%,4,1.3E-12,15359.52,15368.96
4894699,P68871,2.5E-21,3.7E-14,207.3,13%,1,1.3E-12,15835.22,15845.16
426049,P84243,2.7E-21,4.1E-14,0.08275,13%,4,1.4E-12,15271.56,15280.87
389567,P84243,2.7E-21,4.1E-14,2.368,14%,4,1.4E-12,15257.54,15266.85
546026,P68431,2.8E-21,4.2E-14,0.07389,13%,4,1.5E-12,15389.47,15399.01
23151,P68104-1,1.5E-56,6.2E-49,512.3,59%,1,1.5E-12,3926.24,18.02
5648951,P23527,1.8E-56,7.4E-49,0.1424,52%,4,1.5E-12,4731.6,4734.43
224943,P23527,1.8E-56,7.3E-49,0.4139,54%,4,1.5E-12,5208.88,5212
516980,P08758,1.8E-56,7.3E-49,545.4,35%,1,1.5E-12,10071.32,18.02
640636,P68431,3E-21,4.6E-14,0.2722,16%,4,1.5E-12,15333.52,15343.02
4989307,P10599-1,3E-21,4.6E-14,47.9,17%,1,1.5E-12,11625.68,11633.28
1881,Q99879,3.2E-21,4.8E-14,236.7,16%,1,1.6E-12,13891.6,13900.12
425239,P68431,3.2E-21,4.9E-14,0.002085,13%,4,1.6E-12,15417.54,15427.11
422918,P84243,3.3E-21,5.1E-14,0.04924,16%,4,1.7E-12,15313.57,15322.92
422919,P84243,3.3E-21,5.1E-14,0.06096,16%,4,1.7E-12,15299.55,15308.89
1643926,P84243,3.6E-21,5.4E-14,0.08735,13%,4,1.7E-12,15383.57,15392.97
23091,P68104-1,3.3E-56,1.4E-48,703.9,74%,1,1.8E-12,3581.06,18.02
422947,P84243,3.8E-21,5.8E-14,0.006511,13%,4,1.8E-12,15299.55,15308.89
184424,O75264,3.8E-21,5.9E-14,423.7,14%,1,1.8E-12,12815.6,12823.51
4994047,P0DP23,3.9E-21,6E-14,28.34,10%,4,1.9E-12,16797.8,16808.43
947572,P68431,4E-21,6.1E-14,0.104,13%,4,1.9E-12,15347.54,15357.07
1639031,P68431,4E-21,6.1E-14,0.09273,13%,4,1.9E-12,15361.55,15371.09
390103,P68431,4E-21,6.1E-14,0.5392,16%,4,1.9E-12,15333.48,15342.98
418983,P84243,4.2E-21,6.3E-14,0.06605,16%,4,1.9E-12,15299.55,15308.89
479606,P84243,4.2E-21,6.5E-14,0.1062,15%,4,2E-12,15467.63,15477.1
415121,P84243,4.2E-21,6.5E-14,0.2188,15%,4,2E-12,15425.55,15434.98
422226,P68431,4.4E-21,6.7E-14,0.01378,13%,4,2E-12,15417.58,15427.15
5692775,P56381,4.8E-56,2E-48,542.1,69%,1,2E-12,3918.17,18.02
168200,P05787-1,5E-56,2.1E-48,763.1,83%,1,2E-12,2733.42,18.02
4970948,P62266,4.5E-21,6.8E-14,401.1,13%,1,2E-12,15654.67,15664.35
416217,P84243,4.8E-21,7.3E-14,0.1359,13%,4,2.2E-12,15299.51,15308.86
425011,P68431,5E-21,7.6E-14,0.4424,16%,4,2.2E-12,15347.54,15357.06
186108,P06576,7.4E-56,3.1E-48,1304,33%,1,2.3E-12,6714.65,18.02
4933158,P68871,5.3E-21,8.1E-14,10.83,12%,4,2.3E-12,15877.23,15887.2
257034,P04908,8.7E-56,3.6E-48,0,60%,4,2.4E-12,4712.69,4715.52
1639045,P68431,5.6E-21,8.5E-14,0.007092,14%,4,2.4E-12,15375.53,15385.07
2999305,P68431,5.8E-21,8.8E-14,0.001135,13%,4,2.5E-12,15417.58,15427.15
70236,P68871,5.8E-21,8.8E-14,17.39,12%,4,2.5E-12,15966.21,15976.2
389074,P68431,5.9E-21,8.9E-14,0.1371,16%,4,2.5E-12,15389.55,15399.1
7683,P68431,5.9E-21,9E-14,0.9691,13%,4,2.5E-12,15277.46,15286.92
1639034,P68431,6E-21,9.1E-14,0.09965,16%,4,2.5E-12,15361.55,15371.07
480190,P68431,6.1E-21,9.3E-14,0.1045,13%,4,2.6E-12,15459.52,15469.11
597258,P84243,6.1E-21,9.3E-14,0.02389,13%,4,2.6E-12,15299.59,15308.94
325543,P24844-1,6.2E-21,9.4E-14,3.01,11%,4,2.6E-12,19763.37,19775.97
5771639,P84243,6.3E-21,9.6E-14,0.0355,13%,4,2.6E-12,15327.58,15336.95
1643954,P84243,6.3E-21,9.6E-14,0.02915,13%,4,2.6E-12,15369.56,15378.94
2530054,P84243,6.5E-21,9.8E-14,0.02842,14%,4,2.7E-12,15397.51,15406.92
390211,P84243,6.7E-21,1E-13,0.03461,12%,4,2.7E-12,15313.53,15322.88
416002,Q71DI3,7.1E-21,1.1E-13,0.02202,12%,4,2.9E-12,15401.56,15411.04
169557,Q05682-1,1.8E-55,7.5E-48,836.8,27%,1,2.9E-12,7525.96,18.02
389661,Q71DI3,7.4E-21,1.1E-13,0.03707,13%,4,2.9E-12,15415.65,15425.16
901788,P84243,7.5E-21,1.1E-13,0.02245,13%,4,3E-12,15327.58,15336.95
1277,O75947-1,7.5E-21,1.1E-13,301.3,10%,1,3E-12,18390.47,18402.06
947577,P68431,7.7E-21,1.2E-13,0.1653,16%,4,3E-12,15319.47,15328.96
388987,P68431,7.9E-21,1.2E-13,0.2185,15%,4,3.1E-12,15347.54,15357.06
415938,Q71DI3,8.3E-21,1.3E-13,0.02646,16%,4,3.2E-12,15373.61,15383.08
392071,P84243,8.3E-21,1.3E-13,0.08767,16%,4,3.2E-12,15355.54,15364.92
5431279,P00352,2.9E-55,1.2E-47,526.2,65%,1,3.3E-12,3876.91,18.02
5737373,P63267-1,3E-55,1.2E-47,765.2,64%,1,3.3E-12,4940.48,18.02
1680,P68431,9.2E-21,1.4E-13,0.03371,13%,4,3.5E-12,15361.55,15371.09
208495,P05204,3.7E-55,1.5E-47,743.3,64%,1,3.5E-12,2606.44,18.02
224904,P23527,4E-55,1.7E-47,0.0976,53%,4,3.6E-12,5624.05,5627.4
4901378,P68431,9.9E-21,1.5E-13,0.001825,13%,4,3.6E-12,15431.52,15441.09
3009858,Q71DI3,9.9E-21,1.5E-13,0.001496,13%,4,3.6E-12,15415.62,15425.12
2534117,Q71DI3,9.9E-21,1.5E-13,0.004052,13%,4,3.6E-12,15401.56,15411.04
421538,P84243,1E-20,1.6E-13,0.04365,13%,4,3.7E-12,15243.49,15252.79
2529991,P84243,1E-20,1.6E-13,0.01374,13%,4,3.8E-12,15383.54,15392.93
5789970,P84243,1E-20,1.6E-13,0.02202,13%,4,3.8E-12,15397.62,15407.03
1283,Q16864-1,1E-20,1.6E-13,214.3,15%,1,3.8E-12,13272.92,13281.08
389348,P84243,1E-20,1.6E-13,0.005208,13%,4,3.8E-12,15355.5,15364.88
5771780,P84243,1E-20,1.6E-13,0.005208,13%,4,3.8E-12,15355.54,15364.92
598082,P68431,1.1E-20,1.6E-13,0.08589,14%,4,3.8E-12,15375.5,15385.02
5737365,P17661,5.2E-55,2.1E-47,826,33%,1,3.8E-12,7171.6,18.02
